06/30/2000,5510
05/31/2000,5370
04/28/2000,5415
,
03/31/2000,5410
02/29/2000,5570
01/31/2000,5870
,
12/31/1999,6125
11/30/1999,5835
10/29/1999,5750
,
09/30/1999,5385
08/31/1999,5260
07/30/1999,5235
,
06/30/1999,5270
05/31/1999,5350
04/30/1999,5590
,
03/31/1999,5260
02/26/1999,5300
01/29/1999,5150
,
12/31/1998,5170
11/30/1998,5350
10/30/1998,5500
,
09/30/1998,5335
08/31/1998,5360
07/31/1998,5530
,
06/30/1998,5555
05/29/1998,5835
04/30/1998,5735
,
03/31/1998,5635
02/27/1998,5325
01/30/1998,5220
,
12/31/1997,5420
11/28/1997,5725
10/31/1997,5485
,
09/30/1997,5660
08/29/1997,5435
07/31/1997,5545
,
06/30/1997,5570
05/30/1997,5565
04/30/1997,5700
