06/30/2000,449
05/31/2000,430
04/28/2000,430
,
03/31/2000,454
02/29/2000,460
01/31/2000,478
,
12/31/1999,495.5
11/30/1999,499
10/29/1999,502
,
09/30/1999,516
08/31/1999,532
07/30/1999,503
,
06/30/1999,501
05/31/1999,491
04/30/1999,546
,
03/31/1999,510
02/26/1999,519
01/29/1999,488
,
12/31/1998,473
11/30/1998,493
10/30/1998,488
,
09/30/1998,528
08/31/1998,542
07/31/1998,551
,
06/30/1998,549
05/29/1998,563
04/30/1998,562
,
03/31/1998,570
02/27/1998,553
01/30/1998,527
,
12/31/1997,564
11/28/1997,547
10/31/1997,606
,
09/30/1997,643
08/29/1997,652
07/31/1997,632
,
06/30/1997,627
05/30/1997,633
04/30/1997,624
