,BCOMIN Index,,,
,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
09/05/2002,62.37,62.83,62.12,62.1811
10/05/2002,62.51,62.51,61.98,62.2218
13/05/2002,62.22,62.22,61.76,61.9418
14/05/2002,62,62.67,61.84,62.199
15/05/2002,61.93,62.25,61.79,62.1207
16/05/2002,61.79,61.98,61.69,61.7391
17/05/2002,61.85,61.85,60.84,61.0031
20/05/2002,61.37,61.37,60.33,60.4575
21/05/2002,60.67,60.8,60.27,60.4154
22/05/2002,60.76,60.84,60.31,60.6649
23/05/2002,60.54,61.26,60.39,61.0454
24/05/2002,60.39,61.4,60.39,61.1736
28/05/2002,61.24,62.53,61.24,62.2976
29/05/2002,61.71,63.1,61.71,62.1846
30/05/2002,62.76,62.83,62.02,62.1212
31/05/2002,62.74,63.17,62.21,63.1316
03/06/2002,62.21,63.6,62.21,63.4985
04/06/2002,63.23,64.14,63.23,63.8335
05/06/2002,63.46,64.25,63.46,64.214
06/06/2002,63.92,64.75,63.92,64.188
07/06/2002,64.55,64.55,63.59,63.799
10/06/2002,63.93,64.07,63.62,64.0132
11/06/2002,63.66,63.66,63.13,63.21
12/06/2002,63.27,63.35,62.9,63.1786
13/06/2002,63.17,63.17,62.75,63.0097
14/06/2002,63.07,63.16,62.24,63.124
17/06/2002,62.69,63.17,62.69,62.944
18/06/2002,63.17,63.33,62.87,63.0886
19/06/2002,63.01,63.01,62.51,62.7684
20/06/2002,62.64,62.64,62.02,62.1384
21/06/2002,62.55,62.55,61.79,62.0139
24/06/2002,62.14,62.14,61.48,61.6536
25/06/2002,61.88,62.66,61.58,62.442
26/06/2002,61.58,62.6,61.58,62.4703
27/06/2002,61.88,63.18,61.88,62.5928
28/06/2002,62.97,63.84,62.97,63.651
01/07/2002,63.14,64.25,63.14,63.8257
02/07/2002,63.79,63.79,62.87,62.9888
03/07/2002,63.41,63.41,62.49,62.7516
08/07/2002,62.63,63.4,62.63,63.2102
09/07/2002,63.19,63.45,63.06,63.2293
10/07/2002,63.13,63.6,63.13,63.292
11/07/2002,63.4,63.48,62.84,63.2632
12/07/2002,62.92,63.46,62.92,63.1966
15/07/2002,63.38,63.38,62.94,63.0421
16/07/2002,62.97,63.09,62.69,62.901
17/07/2002,62.92,63.36,62.37,62.5414
18/07/2002,63.03,63.03,62.06,62.3342
19/07/2002,62.15,62.15,61.47,61.5405
22/07/2002,61.94,61.94,60.25,60.3883
23/07/2002,60.91,60.91,59.05,59.1613
24/07/2002,60.06,60.06,57.63,58.8546
25/07/2002,58.09,59.02,58.09,58.8415
26/07/2002,59,59.24,58.66,58.7185
29/07/2002,59.01,59.28,58.71,59.1936
30/07/2002,58.82,59.08,58.7,58.8426
31/07/2002,58.87,59.18,58.14,58.168
01/08/2002,59.09,59.09,57.81,58.4211
02/08/2002,57.88,58.37,57.88,58.0737
05/08/2002,58.34,58.34,57.04,57.2496
06/08/2002,57.57,58.08,57.43,57.7755
07/08/2002,57.5,58.28,57.49,57.5556
08/08/2002,57.94,58.23,57.76,57.8922
09/08/2002,57.81,58.33,57.81,58.1827
12/08/2002,58.28,58.28,57.52,57.8518
13/08/2002,57.82,58.15,57.51,57.7403
14/08/2002,57.65,57.65,57.08,57.2288
15/08/2002,57.75,58.92,57.618,58.6716
16/08/2002,57.38,58.61,57.38,57.8624
19/08/2002,58.53,58.53,57.76,57.8659
20/08/2002,57.91,58.69,57.91,58.3891
21/08/2002,58.3,58.59,58.01,58.0964
22/08/2002,58.56,58.74,58.32,58.7131
23/08/2002,58.4,58.84,58.4,58.4706
26/08/2002,58.6,58.88,58.56,58.5646
27/08/2002,58.67,58.98,58.31,58.9091
28/08/2002,58.44,59.24,58.44,58.7905
29/08/2002,59.19,59.19,58.09,58.4314
30/08/2002,58.19,58.6,58.19,58.3215
03/09/2002,58.49,58.49,57.54,57.8479
04/09/2002,57.98,58.06,57.61,57.9529
05/09/2002,57.64,57.85,57.32,57.6748
06/09/2002,57.49,58.1,57.35,58.0701
09/09/2002,57.35,59.31,57.35,58.8621
10/09/2002,58.5,60.35,58.5,59.7952
11/09/2002,59.56,60.39,59.56,59.9053
12/09/2002,60.24,60.24,59.2,59.6335
13/09/2002,59.4,59.4,58.77,59.1457
16/09/2002,59.07,59.07,58.07,58.1551
17/09/2002,58.86,58.86,57.94,58.2924
18/09/2002,58.44,58.44,57.56,57.5749
19/09/2002,57.81,57.81,57.29,57.3973
20/09/2002,57.66,57.78,57.3,57.7376
23/09/2002,57.32,57.32,56.79,57.1206
24/09/2002,57.11,57.11,56.56,56.6262
25/09/2002,56.91,57.24,56.83,57.0256
26/09/2002,57.11,57.51,57.11,57.301
27/09/2002,57.26,57.26,56.61,56.671
30/09/2002,57.01,57.01,56.16,56.498
01/10/2002,56.44,56.88,56.38,56.7267
02/10/2002,56.74,57.47,56.74,57.3694
03/10/2002,57.39,57.61,57.12,57.2171
04/10/2002,57.26,59.97,56.59,56.5942
07/10/2002,56.89,56.89,56.28,56.601
08/10/2002,56.28,56.77,56.28,56.5789
09/10/2002,56.63,56.63,56.27,56.49
10/10/2002,56.46,56.82,56.46,56.7393
11/10/2002,56.63,57.79,56.63,57.6295
14/10/2002,57.33,57.33,56.86,56.8724
15/10/2002,57.09,57.98,57.09,57.5044
16/10/2002,57.36,58.02,57.36,57.5827
17/10/2002,57.36,58.9,57.36,58.8435
18/10/2002,58.37,58.7,58.22,58.3239
21/10/2002,58.54,59.31,58.22,59.1473
22/10/2002,58.22,59.25,58.22,58.7314
23/10/2002,58.9,59.42,58.55,58.6478
24/10/2002,59.31,59.45,58.97,59.4043
25/10/2002,58.97,60.05,58.97,59.8665
28/10/2002,59.66,60.48,59.66,59.9799
29/10/2002,60.24,60.24,59.3,59.3764
30/10/2002,59.62,59.77,59.49,59.4927
31/10/2002,59.58,60.66,59.58,60.6025
01/11/2002,59.86,61.31,59.86,61.1893
04/11/2002,60.4,61.33,60.4,61.044
05/11/2002,61.28,61.28,60.67,60.74
06/11/2002,60.67,61.38,60.67,61.3439
07/11/2002,60.92,61.52,60.3329,60.3329
08/11/2002,60.91,60.91,60.41,60.5583
11/11/2002,60.56,61.23,60.56,61.1615
12/11/2002,61.07,61.07,60.63,60.8806
13/11/2002,60.9,60.9,60.23,60.7092
14/11/2002,60.4,60.4,60.15,60.1945
15/11/2002,60.31,60.83,60.3,60.5434
18/11/2002,60.49,61.18,60.49,60.782
19/11/2002,60.67,60.86,60.58,60.6008
20/11/2002,60.72,62.22,60.6,61.6873
21/11/2002,60.6,62.3,60.6,61.9939
22/11/2002,61.76,62.11,61.6,61.7627
25/11/2002,61.93,61.93,61.52,61.5457
26/11/2002,61.62,61.79,60.86,60.9608
27/11/2002,61.59,62.38,60.97,62.1494
02/12/2002,61.07,63.27,61.07,62.7087
03/12/2002,63.04,63.04,62.19,62.3486
04/12/2002,62.43,62.43,61.9,62.3792
05/12/2002,61.93,62.51,61.38,61.4615
06/12/2002,62.46,62.46,61.07,61.7213
09/12/2002,61.75,61.75,61.06,61.1811
10/12/2002,61.5,61.63,61.12,61.6179
11/12/2002,61.3,61.93,61.3,61.7278
12/12/2002,61.41,62.07,61.41,61.7491
13/12/2002,61.81,62.03,61.1,61.2119
16/12/2002,61.97,61.97,60.51,60.7931
17/12/2002,60.69,61.37,60.69,61.2632
18/12/2002,61.35,61.35,60.63,60.9811
19/12/2002,61.06,61.06,60.44,60.482
20/12/2002,60.79,60.79,60.29,60.4557
23/12/2002,60.29,60.6,60.29,60.4782
24/12/2002,60.49,60.62,60.12,60.2043
26/12/2002,60.61,60.61,59.74,60.0177
27/12/2002,60.08,60.13,59.82,60.1266
30/12/2002,59.93,60.06,59.48,59.585
31/12/2002,60.06,60.06,58.89,59.2308
02/01/2003,59.03,60.25,59.03,60.1899
03/01/2003,60.498,60.498,60.498,60.498
06/01/2003,60.62,61.12,60.28,60.9508
07/01/2003,60.47,61.22,60.47,61.0388
08/01/2003,60.73,61.94,60.73,61.7552
09/01/2003,60.89,62.42,60.89,61.9727
10/01/2003,61.99,62.31,61.56,61.6153
13/01/2003,62.31,62.31,61.58,61.8237
14/01/2003,61.61,62.56,61.61,62.4335
15/01/2003,61.91,63.01,61.91,62.9468
16/01/2003,62.96,63.5,62.71,62.8737
17/01/2003,63.03,63.03,62.5,62.6365
21/01/2003,62.8,64.01,62.8,63.7168
22/01/2003,63.96,64.41,63.96,64.1291
23/01/2003,64.05,64.89,64.05,64.3667
24/01/2003,64.44,64.65,64.25,64.3941
27/01/2003,64.61,64.61,63.51,63.5899
28/01/2003,64.32,64.32,63.18,63.1896
29/01/2003,63.47,64.16,63.33,63.6849
30/01/2003,63.47,65.18,63.47,65.0436
31/01/2003,64.25,65.09,64.25,64.8415
03/02/2003,64.8,65.31,64.8,65.0674
04/02/2003,65.21,65.21,64.16,64.2946
05/02/2003,64.68,64.68,64.19,64.4628
06/02/2003,64.47,64.47,63.48,63.7542
07/02/2003,64.18,64.18,63.28,63.4715
10/02/2003,63.77,64.87,63.49,64.7164
11/02/2003,63.5,65.1,63.5,64.3863
12/02/2003,64.94,64.94,63.94,64.0928
13/02/2003,64.26,64.26,62.53,62.6237
14/02/2003,63.66,63.66,62.47,63.0739
18/02/2003,62.67,62.98,62.48,62.5585
19/02/2003,62.9,62.9,62.44,62.7404
20/02/2003,62.47,63.44,62.47,63.3757
21/02/2003,63.35,64.57,63.35,64.3669
24/02/2003,63.67,65.27,63.67,65.231
25/02/2003,65.02,65.36,64.82,65.1854
26/02/2003,64.82,66.18,64.82,66.0227
27/02/2003,65.54,66.04,65.49,65.6788
28/02/2003,66.04,66.04,64.67,64.819
03/03/2003,65.38,65.59,64.82,65.3924
04/03/2003,64.82,65.57,64.71,64.793
05/03/2003,65.56,65.56,63.64,63.7852
06/03/2003,64.39,64.39,63.42,63.6376
07/03/2003,63.81,64.41,63.28,64.3327
10/03/2003,63.46,63.97,63.33,63.4492
11/03/2003,63.86,64.35,63.72,64.232
12/03/2003,63.9,63.9,63.38,63.4764
13/03/2003,63.73,63.73,62.81,62.9195
14/03/2003,63.4,63.4,62.55,62.6654
17/03/2003,62.92,63.66,62.41,63.3723
18/03/2003,62.42,63.67,62.42,63.0643
19/03/2003,63.57,63.96,63.4,63.7394
20/03/2003,63.5,63.5,62.84,63.0499
21/03/2003,63.19,63.73,63.11,63.6107
24/03/2003,63.5,63.5,62.83,63.0085
25/03/2003,62.98,63.32,62.85,63.2003
26/03/2003,63.26,63.26,61.86,61.9381
27/03/2003,63.02,63.02,60.72,60.7725
28/03/2003,61.39,61.39,60.17,60.8253
31/03/2003,60.42,60.86,59.92,60.1536
01/04/2003,60.81,60.81,60.32,60.4819
02/04/2003,60.57,60.57,60.01,60.0949
03/04/2003,60.36,60.36,59.46,59.5739
04/04/2003,59.99,60.18,59.73,60.0446
07/04/2003,60.12,60.92,60.12,60.4732
08/04/2003,60.7,60.7,59.83,60.0782
09/04/2003,59.95,60.14,59.56,60.0412
10/04/2003,59.63,60,59.38,59.5629
11/04/2003,60,60.63,59.7,60.5311
14/04/2003,59.7,60.34,59.7,60.2304
15/04/2003,60.13,61.26,60.13,61.0138
16/04/2003,61.33,61.52,60.912,61.225
17/04/2003,61,61.66,60.8,61.5998
21/04/2003,61.34,61.55,61.217,61.3424
22/04/2003,60.8,60.8,60.35,60.516
23/04/2003,60.72,60.72,60.05,60.5092
24/04/2003,60.11,60.19,59.71,60.1346
25/04/2003,59.74,60.24,59.74,60.1606
28/04/2003,60.08,60.49,60.02,60.053
29/04/2003,60.36,60.78,60.17,60.7306
30/04/2003,60.17,61.14,60.17,61.1306
01/05/2003,60.94,61.57,60.94,61.2048
02/05/2003,61.19,61.19,60.52,60.5289
05/05/2003,60.79,60.79,60.49,60.5004
06/05/2003,60.6,60.97,60.59,60.8938
07/05/2003,60.59,61.79,60.59,61.7218
08/05/2003,61.47,62.22,61.47,61.9398
09/05/2003,62.01,62.19,61.73,61.8699
12/05/2003,61.73,62.68,61.64,62.4401
13/05/2003,61.73,63.16,61.73,63.0886
14/05/2003,62.87,63.34,62.74,63.1212
15/05/2003,62.98,63.81,62.98,63.4761
16/05/2003,63.31,63.43,63.16,63.2174
19/05/2003,63.25,63.46,63.17,63.2123
20/05/2003,63.38,63.38,62.88,63.1299
21/05/2003,62.92,63.89,62.92,63.8542
22/05/2003,63.48,64.44,63.48,63.781
23/05/2003,64.15,64.15,63.29,63.2924
27/05/2003,63.48,64.26,63.48,64.1095
28/05/2003,63.77,64.17,63.48,63.6766
29/05/2003,64.08,64.26,63.76,64.0471
30/05/2003,64,64.652,64,64.652
02/06/2003,64.08,65.92,64.08,65.7817
03/06/2003,65.13,65.94,65.13,65.5368
04/06/2003,65.62,65.74,65.03,65.0727
05/06/2003,65.38,65.55,65.11,65.183
06/06/2003,65.28,65.55,64.93,65.1755
09/06/2003,65.46,65.46,64.02,64.0956
10/06/2003,64.62,64.62,63.79,63.8171
11/06/2003,64.32,64.32,63.42,63.5599
12/06/2003,64.01,64.01,62.94,63.7017
13/06/2003,63.33,63.46,62.73,62.9148
16/06/2003,63.36,63.36,62.49,62.7278
17/06/2003,62.51,64.24,62.51,64.1372
18/06/2003,63.05,64.67,63.05,64.3733
19/06/2003,64.44,64.44,63.99,64.2753
20/06/2003,64.24,64.24,63.35,63.5038
23/06/2003,63.93,63.93,62.73,62.8329
24/06/2003,63.15,63.26,62.8,63.1255
25/06/2003,62.92,63.03,62.51,62.8046
26/06/2003,62.96,62.96,62.41,62.45
27/06/2003,62.53,62.93,62.53,62.8858
30/06/2003,62.78,62.78,61.79,62.0931
01/07/2003,62.19,62.22,61.87,62.1334
02/07/2003,61.97,63.1,61.97,63.0771
03/07/2003,62.51,62.52,62.23,62.3093
07/07/2003,62.5,63.96,62.5,63.8593
08/07/2003,63.19,63.99,63.19,63.8134
09/07/2003,63.6,64.53,63.6,64.4797
10/07/2003,63.96,64.94,63.96,64.6087
11/07/2003,64.63,64.78,64.43,64.5623
14/07/2003,64.49,65.6,64.49,65.5598
15/07/2003,65.09,65.7,64.97,65.122
16/07/2003,65.7,65.7,64.82,64.9358
17/07/2003,65.35,65.35,64.23,64.3375
18/07/2003,64.66,64.92,64.44,64.8091
21/07/2003,64.44,64.61,64.13,64.2366
22/07/2003,64.61,64.61,63.99,64.0595
23/07/2003,64.46,64.79,64.34,64.5336
24/07/2003,64.53,66.04,64.53,65.8733
25/07/2003,64.81,66.88,64.81,66.3699
28/07/2003,66.32,67.04,66.32,66.7217
29/07/2003,66.88,67.07,66.59,66.9482
30/07/2003,66.66,66.94,66.12,66.2134
31/07/2003,66.88,67.96,66.32,67.6188
01/08/2003,66.34,67.72,66.34,67.1555
04/08/2003,67.51,67.51,66.43,66.5135
05/08/2003,66.58,66.75,66.29,66.4209
06/08/2003,66.71,66.71,66.14,66.221
07/08/2003,66.42,67.11,66.12,67.008
08/08/2003,66.12,67.13,65.3,65.4937
11/08/2003,66.97,66.97,65.18,65.6046
12/08/2003,65.45,65.87,64.91,65.1653
13/08/2003,65.8,65.8,64.61,65.4265
14/08/2003,64.93,66.03,64.93,66.0289
15/08/2003,66.03,66.03,65.425,65.4252
18/08/2003,65.43,65.65,65.38,65.5146
19/08/2003,65.43,66.47,65.43,66.4658
20/08/2003,66.26,66.49,66.15,66.4345
21/08/2003,66.48,66.48,65.89,66.0531
22/08/2003,66.09,66.92,66.09,66.3636
25/08/2003,66.68,66.68,66.29,66.4066
26/08/2003,66.34,66.89,65.72,65.8291
27/08/2003,66.69,66.69,65.04,65.7326
28/08/2003,65.04,65.54,64.92,65.4002
29/08/2003,65.45,66.26,65.45,66.241
02/09/2003,65.8,67.11,65.8,67.0181
03/09/2003,67,67.96,67,67.8071
04/09/2003,67.43,67.51,66.65,66.7376
05/09/2003,67.34,67.83,67.04,67.6505
08/09/2003,67.09,67.63,66.95,67.3393
09/09/2003,67.08,67.08,65.91,65.9614
10/09/2003,66.92,66.92,65.34,65.4906
11/09/2003,65.78,67.15,65.78,66.881
12/09/2003,65.94,66.8,65.94,66.331
15/09/2003,66.75,66.9,66.44,66.6687
16/09/2003,66.44,66.44,65.98,66.3792
17/09/2003,66.06,66.92,66.06,66.7759
18/09/2003,66.72,67.22,66.48,67.1782
19/09/2003,66.54,67.82,66.54,67.6922
22/09/2003,67.38,68.22,67.38,67.7988
23/09/2003,67.93,67.93,67.43,67.494
24/09/2003,67.63,68.2,67.63,67.8934
25/09/2003,68.09,68.17,67.55,68.0141
26/09/2003,67.96,67.96,66.79,67.1052
29/09/2003,67.54,67.54,66.78,67.3618
30/09/2003,66.83,67.26,66.57,67.0162
01/10/2003,67.12,67.53,66.97,67.1678
02/10/2003,67.22,68.18,67.22,67.9308
03/10/2003,68.05,68.49,68.04,68.3779
06/10/2003,68.04,68.64,68.04,68.567
07/10/2003,68.51,69.69,68.51,69.5448
08/10/2003,69.01,70.08,69.01,70.0148
09/10/2003,69.65,70.87,69.65,70.5084
10/10/2003,70.49,70.93,70.2,70.7005
13/10/2003,70.2,72.55,70.2,72.3345
14/10/2003,71.55,72.43,70.71,70.9969
15/10/2003,71.69,72.34,71.54,72.0518
16/10/2003,71.54,72.72,71.54,72.2983
17/10/2003,71.64,72.38,71.64,72.147
20/10/2003,72.38,73.26,72.38,73.093
21/10/2003,72.99,73.31,72.61,72.8591
22/10/2003,72.67,73.53,72.57,73.362
23/10/2003,73.53,73.53,72.19,72.5934
24/10/2003,72.35,72.35,71.42,71.8209
27/10/2003,72.2,72.99,72.05,72.9257
28/10/2003,72.11,72.85,72.11,72.6642
29/10/2003,72.77,74.01,72.77,73.8895
30/10/2003,73.23,74.96,73.23,74.7794
31/10/2003,74.51,75.34,74.51,75.1478
03/11/2003,74.8,74.8,73.83,74.1661
04/11/2003,74.57,76.07,74.28,75.8726
05/11/2003,74.28,75.36,74.28,75.1771
06/11/2003,75.1,75.82,74.26,74.685
07/11/2003,75.36,75.46,74.48,74.8449
10/11/2003,74.56,74.68,73.76,73.8666
11/11/2003,74.52,75.09,74.21,74.9589
12/11/2003,74.4,75.93,74.4,75.6926
13/11/2003,74.81,75.95,74.74,75.159
14/11/2003,75.69,76.24,75.69,76.0587
17/11/2003,75.87,75.87,73.74,73.9283
18/11/2003,75.57,75.57,74.3,74.6002
19/11/2003,74.54,74.62,73.86,74.3209
20/11/2003,74.19,74.19,72.32,72.6017
21/11/2003,73.21,73.27,72.5,73.1505
24/11/2003,72.79,74.1,72.79,74.0676
25/11/2003,73.25,74.32,73.11,73.3327
26/11/2003,74.12,74.12,73.24,73.9142
01/12/2003,73.44,76.8,73.44,76.6905
02/12/2003,74.6,77.65,74.6,77.4867
03/12/2003,75.84,78.49,75.84,77.9112
04/12/2003,76.71,77.85,76.71,77.2525
05/12/2003,77.34,77.83,77.25,77.4097
08/12/2003,77.84,78.41,77.28,77.3345
09/12/2003,77.71,78.35,77.71,78.1266
10/12/2003,78.05,78.5,78.05,78.2136
11/12/2003,78.05,78.05,77.2,77.798
12/12/2003,78.14,78.79,78.11,78.6637
15/12/2003,77.92,79.03,77.92,79.0029
16/12/2003,78.34,80.28,78.34,80.2092
17/12/2003,78.7,81.08,78.7,80.1113
18/12/2003,79.96,81.28,79.96,81.0335
19/12/2003,81.07,81.87,81.07,81.5423
22/12/2003,80.96,81.87,80.806,80.8063
23/12/2003,81.07,82.08,81.07,82.0796
24/12/2003,82.76,82.76,81.33,82.6364
29/12/2003,80.69,83.99,80.69,83.7499
30/12/2003,81.49,83.9694,81.49,83.9694
31/12/2003,83.78,84.68,83.78,84.1474
05/01/2004,83.77,86.47,83.77,86.3777
06/01/2004,84.68,87.41,83.41,83.7932
07/01/2004,86.47,86.47,83.5666,83.5666
08/01/2004,87.12,87.12,83.7,86.1397
09/01/2004,83.59,86.2,83.59,85.9345
12/01/2004,83.7,85.68,83.7,83.8941
13/01/2004,86.11,86.11,83.01,83.3806
14/01/2004,85.65,85.65,83.16,83.5475
15/01/2004,84.8,84.8,82.39,83.099
16/01/2004,83.4,84.29,83.4,84.1094
20/01/2004,83.77,85.37,83.77,85.2207
21/01/2004,83.76,85.6,83.76,85.2873
22/01/2004,84.58,85.78,84.58,85.2967
23/01/2004,84.7,85.4093,84.7,85.4093
26/01/2004,85.66,85.66,84.63,84.7148
27/01/2004,85.16,85.16,83.88,84.4216
28/01/2004,84.92,86.19,84.92,86.1273
29/01/2004,84.72,86.03,84.72,85.3169
30/01/2004,85.28,86.83,85.28,86.827
02/02/2004,85.88,87.26,85.88,86.3574
03/02/2004,85.83,87.8,85.83,87.5137
04/02/2004,87.53,87.828,86.62,87.8275
05/02/2004,87.26,88.42,87.26,87.8027
06/02/2004,86.96,88.47,86.96,88.4038
09/02/2004,88.04,89.02,88.04,88.4053
10/02/2004,88.65,89.02,88.0896,88.0896
11/02/2004,87.85,89.547,87.85,89.5468
12/02/2004,91.03,91.1994,89,91.1994
13/02/2004,88.14,91.55,88.14,91.1358
17/02/2004,89.02,93.81,89.02,93.5223
18/02/2004,91.24,96.16,91.24,93.1608
19/02/2004,93.11,94.32,93.11,94.0884
20/02/2004,96.07,96.07,92.66,93.1813
23/02/2004,93.8,93.8,91.62,92.3396
24/02/2004,93.65,94.09,92.62,93.693
25/02/2004,92.1,94.54,92.1,93.0209
26/02/2004,92.62,94.59,92.62,94.1618
27/02/2004,94.48,94.48,93.56,94.0504
01/03/2004,93.43,96.253,93.43,96.2146
02/03/2004,93.86,95.58,93.86,94.814
03/03/2004,96.21,96.21,90.08,90.8822
04/03/2004,95.16,95.16,88.97,90.7319
05/03/2004,93.87,93.87,89.8,92.0428
08/03/2004,90.76,91.31,89.81,90.4256
09/03/2004,90.04,90.04,88.83,88.9829
10/03/2004,91.02,91.02,88.7,89.419
11/03/2004,89.39,91.94,89.39,91.7675
12/03/2004,89.76,91.5,89.73,90.364
15/03/2004,90.25,91.76,90.25,91.4316
16/03/2004,90.8,93.4994,90.8,93.4994
17/03/2004,93.189,93.554,91.917,92.2403
18/03/2004,92.71,93.595,92.385,93.3445
19/03/2004,93.394,93.887,93.134,93.5989
22/03/2004,94.104,94.104,92.127,92.3436
23/03/2004,91.725,92.221,90.13,91.7301
24/03/2004,91.963,92.423,91.387,92.2352
25/03/2004,91.378,91.516,90.459,91.3057
26/03/2004,91.627,92.528,91.453,92.3462
29/03/2004,92.567,92.928,92.283,92.5727
30/03/2004,93.065,93.065,91.87,92.0968
31/03/2004,92.979,93.758,92.47,93.6329
01/04/2004,94.606,95.292,94.521,94.941
02/04/2004,95.129,95.656,93.238,94.3018
05/04/2004,94.013,94.013,90.963,91.6092
06/04/2004,92.648,92.708,91.612,92.6416
07/04/2004,92.498,92.676,91.575,91.8068
08/04/2004,91.323,91.769,91.086,91.6426
12/04/2004,91.343,92.781,90.364,91.2105
13/04/2004,90.833,90.954,89.698,90.1618
14/04/2004,90.885,91.841,89.597,91.5779
15/04/2004,90.82,91.3522,90.291,91.3522
16/04/2004,91.605,93.655,91.573,93.4276
19/04/2004,93.231,94.022,93.231,93.7727
20/04/2004,92.966,93.579,92.441,92.8469
21/04/2004,89.447,89.49,87.381,87.7583
22/04/2004,88.452,88.485,86.917,87.4273
23/04/2004,88.622,88.89,87.861,88.0594
26/04/2004,88.391,88.463,87.649,87.8871
27/04/2004,87.616,88.052,87.265,88.0236
28/04/2004,84.93,84.978,83.817,84.0471
29/04/2004,84.987,85.66,84.738,85.0927
30/04/2004,85.272,85.823,85.03,85.5624
03/05/2004,85.386,86.281,84.494,86.0269
04/05/2004,86.61,86.782,85.459,86.3146
05/05/2004,86.586,87.036,86.109,86.7415
06/05/2004,87.115,87.209,85.851,86.3567
07/05/2004,85.435,85.963,84.015,84.382
10/05/2004,82.355,82.407,81.466,81.5168
11/05/2004,82.47,83.028,82.088,82.9223
12/05/2004,83.399,83.783,82.864,83.5759
13/05/2004,82.903,83.111,82.398,82.6011
14/05/2004,82.685,83.67,82.131,83.2249
17/05/2004,82.397,82.722,81.212,81.4169
18/05/2004,81.391,82.951,81.37,82.9068
19/05/2004,83.252,84.754,82.729,84.5635
20/05/2004,83.274,84.442,83.228,84.1949
21/05/2004,85.517,86.405,85.294,85.7646
24/05/2004,86.093,87.341,86.016,86.6079
25/05/2004,86.398,86.931,86.081,86.3079
26/05/2004,86.73,87.446,86.487,86.9088
27/05/2004,87.696,88.905,87.638,88.5478
28/05/2004,88.651,89.614,88.524,89.2305
01/06/2004,89.945,90.372,89.659,90.1212
02/06/2004,90.781,90.781,87.463,87.7287
03/06/2004,88.315,89.091,88.191,88.197
04/06/2004,86.644,87.413,85.903,86.7833
07/06/2004,87.988,88.643,87.616,88.6112
08/06/2004,87.668,87.835,86.892,87.5501
09/06/2004,87.077,87.397,84.338,84.778
10/06/2004,85.083,85.612,83.078,85.0693
14/06/2004,84.283,84.5331,83.851,84.5331
15/06/2004,83.835,86.089,83.255,85.6877
16/06/2004,84.964,85.946,84.784,85.9069
17/06/2004,86.993,87.765,86.369,87.7649
18/06/2004,88.142,88.561,87.756,88.1139
21/06/2004,88.424,88.688,87.873,88.4517
22/06/2004,86.896,87.49,86.081,86.5428
23/06/2004,87.219,88.078,86.872,87.612
24/06/2004,87.88,89.2242,87.365,89.2242
25/06/2004,88.433,89.073,87.93,88.8088
28/06/2004,88.258,89.136,88.201,88.6194
29/06/2004,88.152,88.407,86.602,86.7997
30/06/2004,87.715,89.201,87.715,88.825
01/07/2004,88.473,89.343,88.102,88.9327
02/07/2004,88.207,89.337,88.207,88.998
06/07/2004,90.21,90.5,88.822,89.3812
07/07/2004,90.555,91.479,90.172,91.1958
08/07/2004,90.281,91.44,90.281,91.1585
09/07/2004,91.744,92.443,91.515,91.8456
12/07/2004,92.05,92.3,91.047,91.1204
13/07/2004,91.697,91.857,90.082,90.6814
14/07/2004,90.548,91.161,90.545,90.8443
15/07/2004,90.699,91.295,89.718,91.019
16/07/2004,91.556,92.1,90.765,91.8313
19/07/2004,91.476,91.63,90.935,91.2476
20/07/2004,90.96,91.397,90.155,90.6757
21/07/2004,89.735,89.931,88.901,89.7704
22/07/2004,89.934,90.486,89.821,90.281
23/07/2004,87.456,88.36,87.2,87.7092
26/07/2004,88.414,88.497,87.805,88.0218
27/07/2004,87.857,88.18,86.514,86.7303
28/07/2004,87.629,89.262,87.584,88.8721
29/07/2004,89.33,89.857,88.437,89.8569
30/07/2004,90.026,90.744,89.889,90.4798
02/08/2004,90.007,91.206,89.767,90.4505
03/08/2004,89.951,90.697,89.664,90.2885
04/08/2004,89.646,90.112,88.955,89.488
05/08/2004,89.962,89.984,88.289,88.6847
06/08/2004,88.54,89.15,88.1465,88.1465
09/08/2004,86.918,87.127,86.286,86.7582
10/08/2004,87.393,87.975,87.064,87.8371
11/08/2004,88.162,88.217,87.348,87.9829
12/08/2004,88.109,88.937,88.061,88.6816
13/08/2004,88.672,90.861,88.638,90.3136
16/08/2004,91.074,91.287,90.266,90.5065
17/08/2004,90.471,90.603,89.829,90.0077
18/08/2004,89.529,89.879,88.578,89.1577
19/08/2004,89.613,90.6434,89.533,90.6434
20/08/2004,89.915,90.2,89.27,89.4505
23/08/2004,88.745,88.844,87.536,87.9987
24/08/2004,88.632,88.874,88.1,88.1896
25/08/2004,87.112,87.933,87.024,87.7842
26/08/2004,88.09,88.281,87.4,87.7575
27/08/2004,87.851,88.671,87.63,87.9084
30/08/2004,87.922,88.264,87.882,88.0375
31/08/2004,88.354,88.451,87.469,88.1709
01/09/2004,87.789,88.345,87.716,88.3449
02/09/2004,87.7,87.731,86.67,86.9439
03/09/2004,86.55,86.59,85.106,85.9669
07/09/2004,86.072,87.798,85.926,87.463
08/09/2004,86.935,86.935,86.111,86.7737
