,SPX Index,,,,
,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
21/10/2016,2139.43,2142.63,2130.09,2141.16,658777074
24/10/2016,2148.5,2154.79,2146.91,2151.33,526044337
25/10/2016,2149.72,2151.44,2141.93,2143.16,535705909
26/10/2016,2136.97,2145.73,2131.59,2139.43,566869983
27/10/2016,2144.06,2147.13,2132.52,2133.04,619899257
28/10/2016,2132.23,2140.72,2119.36,2126.41,646184447
31/10/2016,2129.78,2133.25,2125.53,2126.15,675902404
01/11/2016,2128.68,2131.45,2097.85,2111.72,721729804
02/11/2016,2109.43,2111.76,2094,2097.94,654469220
03/11/2016,2098.8,2102.56,2085.23,2088.66,599409921
04/11/2016,2083.79,2099.07,2083.79,2085.18,627701126
07/11/2016,2100.59,2132,2100.59,2131.52,612269358
08/11/2016,2129.92,2146.87,2123.56,2139.56,559758142
09/11/2016,2131.56,2170.1,2125.35,2163.26,1010754297
10/11/2016,2167.49,2182.3,2151.17,2167.48,1010327960
11/11/2016,2162.71,2165.92,2152.49,2164.45,745938107
14/11/2016,2165.64,2171.36,2156.08,2164.2,807422069
15/11/2016,2168.29,2180.84,2166.38,2180.39,694344941
16/11/2016,2177.53,2179.22,2172.2,2176.94,580519520
17/11/2016,2178.61,2188.06,2176.65,2187.12,576173676
18/11/2016,2186.85,2189.89,2180.38,2181.9,676655519
21/11/2016,2186.43,2198.7,2186.43,2198.18,578108130
22/11/2016,2201.56,2204.8,2194.51,2202.94,599368487
23/11/2016,2198.55,2204.72,2194.51,2204.72,526711809
25/11/2016,2206.27,2213.35,2206.27,2213.35,262991642
28/11/2016,2210.21,2211.14,2200.36,2201.72,567041344
29/11/2016,2200.76,2210.46,2198.15,2204.66,588951868
30/11/2016,2204.97,2214.1,2198.81,2198.81,1060169628
01/12/2016,2200.17,2202.6,2187.44,2191.08,750913702
02/12/2016,2191.12,2197.95,2188.37,2191.95,593367853
05/12/2016,2200.65,2209.42,2199.97,2204.71,627944511
06/12/2016,2207.26,2212.78,2202.21,2212.23,552502595
07/12/2016,2210.72,2241.63,2208.93,2241.35,710260232
08/12/2016,2241.13,2251.69,2237.57,2246.19,630279041
09/12/2016,2249.73,2259.8,2249.23,2259.53,556353843
12/12/2016,2258.83,2264.03,2252.37,2256.96,631895199
13/12/2016,2263.32,2277.53,2263.32,2271.72,592540464
14/12/2016,2268.35,2276.2,2248.44,2253.28,714113355
15/12/2016,2253.77,2272.12,2253.77,2262.03,653862680
16/12/2016,2266.81,2268.05,2254.24,2258.07,1497525111
19/12/2016,2259.24,2267.47,2258.21,2262.53,503191676
20/12/2016,2266.5,2272.56,2266.14,2270.76,518206998
21/12/2016,2270.54,2271.23,2265.15,2265.18,432626034
22/12/2016,2262.93,2263.18,2256.08,2260.96,480911513
23/12/2016,2260.25,2263.79,2258.84,2263.79,304600351
27/12/2016,2266.23,2273.82,2266.15,2268.88,299941124
28/12/2016,2270.23,2271.31,2249.11,2249.92,381535152
29/12/2016,2249.5,2254.51,2244.56,2249.26,344968988
30/12/2016,2251.61,2253.58,2233.62,2238.83,544797785
03/01/2017,2251.57,2263.88,2245.13,2257.83,649219406
04/01/2017,2261.6,2272.82,2261.6,2270.75,573172248
05/01/2017,2268.18,2271.5,2260.45,2269,573475802
06/01/2017,2271.14,2282.1,2264.06,2276.98,485214839
09/01/2017,2273.59,2275.49,2268.9,2268.9,532332873
10/01/2017,2269.72,2279.27,2265.27,2268.9,596464372
11/01/2017,2268.6,2275.32,2260.83,2275.32,549467556
12/01/2017,2271.14,2271.78,2254.25,2270.44,478404078
13/01/2017,2272.74,2278.68,2271.51,2274.64,486472085
17/01/2017,2269.14,2272.08,2262.81,2267.89,607413843
18/01/2017,2269.14,2272.01,2263.35,2271.89,510120253
19/01/2017,2271.9,2274.33,2258.41,2263.69,511723539
20/01/2017,2269.96,2276.96,2265.01,2271.31,720417202
23/01/2017,2267.78,2271.78,2257.02,2265.2,534840408
24/01/2017,2267.88,2284.63,2266.68,2280.07,571145481
25/01/2017,2288.88,2299.55,2288.88,2298.37,626509867
26/01/2017,2298.63,2300.99,2294.08,2296.68,589561862
27/01/2017,2299.02,2299.02,2291.62,2294.69,517517754
30/01/2017,2286.01,2286.01,2268.04,2280.9,560540841
31/01/2017,2274.02,2279.09,2267.21,2278.87,762733770
01/02/2017,2285.59,2289.14,2272.44,2279.55,614381244
02/02/2017,2276.69,2283.97,2271.65,2280.85,582252941
03/02/2017,2288.54,2298.31,2287.88,2297.42,565945754
06/02/2017,2294.28,2296.18,2288.57,2292.56,514444008
07/02/2017,2295.87,2299.4,2290.16,2293.08,535870198
08/02/2017,2289.55,2295.91,2285.38,2294.67,534057830
09/02/2017,2296.7,2311.08,2296.61,2307.87,536921654
10/02/2017,2312.27,2319.23,2311.1,2316.1,512915079
13/02/2017,2321.72,2331.58,2321.42,2328.25,502336861
14/02/2017,2326.12,2337.58,2322.17,2337.58,547310883
15/02/2017,2335.58,2351.3,2334.81,2349.25,576083825
16/02/2017,2349.64,2351.31,2338.87,2347.22,536902981
17/02/2017,2343.01,2351.16,2339.58,2351.16,666246770
21/02/2017,2354.91,2366.71,2354.91,2365.38,578577933
22/02/2017,2361.11,2365.13,2358.34,2362.82,521320121
23/02/2017,2367.5,2368.26,2355.09,2363.81,552145078
24/02/2017,2355.73,2367.34,2352.87,2367.34,610653745
27/02/2017,2365.23,2371.54,2361.87,2369.75,487223855
28/02/2017,2366.08,2367.79,2358.96,2363.64,769353089
01/03/2017,2380.13,2400.98,2380.13,2395.96,658417419
02/03/2017,2394.75,2394.75,2380.17,2381.92,529614155
03/03/2017,2380.92,2383.89,2375.39,2383.12,491616766
06/03/2017,2375.23,2378.8,2367.98,2375.31,518955675
07/03/2017,2370.74,2375.12,2365.51,2368.39,498067965
08/03/2017,2369.81,2373.09,2361.01,2362.98,546572181
09/03/2017,2363.49,2369.08,2354.54,2364.87,514692924
10/03/2017,2372.52,2376.86,2363.04,2372.6,532686353
13/03/2017,2371.56,2374.42,2368.52,2373.47,471549481
14/03/2017,2368.55,2368.55,2358.18,2365.45,446149084
15/03/2017,2370.34,2390.01,2368.94,2385.26,538715701
16/03/2017,2387.71,2388.1,2377.18,2381.38,503386515
17/03/2017,2383.71,2385.71,2377.64,2378.25,1613420334
20/03/2017,2378.24,2379.55,2369.66,2373.47,491568837
21/03/2017,2379.32,2381.93,2341.9,2344.02,663260397
22/03/2017,2343,2351.81,2336.45,2348.45,575102637
23/03/2017,2345.97,2358.92,2342.13,2345.96,517824682
24/03/2017,2350.42,2356.22,2335.74,2343.98,558691646
27/03/2017,2329.11,2344.9,2322.25,2341.59,543613883
28/03/2017,2339.79,2363.78,2337.63,2358.57,513845198
29/03/2017,2356.54,2363.36,2352.94,2361.13,448709873
30/03/2017,2361.31,2370.42,2358.58,2368.06,488974634
31/03/2017,2364.82,2370.35,2362.6,2362.72,619866609
03/04/2017,2362.34,2365.87,2344.73,2358.84,639247459
04/04/2017,2354.76,2360.53,2350.72,2360.16,482138579
05/04/2017,2366.59,2378.36,2350.52,2352.95,555957688
06/04/2017,2353.79,2364.16,2348.9,2357.49,521533213
07/04/2017,2356.59,2363.76,2350.74,2355.54,463260801
10/04/2017,2357.16,2366.37,2351.5,2357.16,432266670
11/04/2017,2353.92,2355.22,2337.25,2353.78,480921868
12/04/2017,2352.15,2352.72,2341.18,2344.93,503213823
13/04/2017,2341.98,2348.26,2328.95,2328.95,471753956
17/04/2017,2332.62,2349.14,2332.51,2349.01,444402022
18/04/2017,2342.53,2348.35,2334.54,2342.19,467053394
19/04/2017,2346.79,2352.63,2335.05,2338.17,507986376
20/04/2017,2342.69,2361.37,2340.91,2355.84,560586645
21/04/2017,2354.74,2356.18,2344.51,2348.69,616382814
24/04/2017,2370.33,2376.98,2369.19,2374.15,589409887
25/04/2017,2381.51,2392.48,2381.15,2388.61,582878306
26/04/2017,2388.98,2398.16,2386.76,2387.45,561433260
27/04/2017,2389.7,2392.1,2382.68,2388.77,561146215
28/04/2017,2393.68,2393.68,2382.36,2384.2,647741923
01/05/2017,2388.5,2394.49,2384.83,2388.33,496560354
02/05/2017,2391.05,2392.93,2385.82,2391.17,590628388
03/05/2017,2386.5,2389.82,2379.75,2388.13,573168399
04/05/2017,2389.79,2391.43,2380.35,2389.52,563427366
05/05/2017,2392.37,2399.29,2389.38,2399.29,477040942
08/05/2017,2399.94,2401.36,2393.92,2399.38,511529362
09/05/2017,2401.58,2403.87,2392.44,2396.92,493834293
10/05/2017,2396.79,2399.74,2392.79,2399.63,493871267
11/05/2017,2394.84,2395.72,2381.74,2394.44,512932994
12/05/2017,2392.44,2392.44,2387.19,2390.9,458846232
15/05/2017,2393.98,2404.05,2393.94,2402.32,511578342
16/05/2017,2404.55,2405.77,2396.05,2400.67,504811421
17/05/2017,2382.95,2384.87,2356.21,2357.03,705108858
18/05/2017,2354.69,2375.74,2352.72,2365.72,603568799
19/05/2017,2371.37,2389.06,2370.43,2381.73,710908823
22/05/2017,2387.21,2395.46,2386.92,2394.02,495129427
23/05/2017,2397.04,2400.85,2393.88,2398.42,466396633
24/05/2017,2401.41,2405.58,2397.99,2404.39,463387968
25/05/2017,2409.54,2418.71,2408.01,2415.07,509979660
26/05/2017,2414.5,2416.68,2412.2,2415.82,399884626
30/05/2017,2411.67,2415.26,2409.43,2412.91,472129085
31/05/2017,2415.63,2415.99,2403.59,2411.8,922617941
01/06/2017,2415.65,2430.06,2413.54,2430.06,574309374
02/06/2017,2431.28,2440.23,2427.71,2439.07,563766297
05/06/2017,2437.83,2439.55,2434.32,2436.1,444087664
06/06/2017,2431.92,2436.21,2428.12,2429.33,530720326
07/06/2017,2432.03,2435.28,2424.75,2433.14,568594731
08/06/2017,2434.27,2439.27,2427.94,2433.79,655839946
09/06/2017,2436.39,2446.2,2415.7,2431.77,755077667
12/06/2017,2425.88,2430.38,2419.97,2429.39,731444153
13/06/2017,2434.15,2441.49,2431.28,2440.35,674152887
14/06/2017,2443.75,2443.75,2428.34,2437.92,611088182
15/06/2017,2424.14,2433.95,2418.53,2432.46,595104720
16/06/2017,2431.24,2433.15,2422.88,2433.15,1613763171
19/06/2017,2442.55,2453.82,2441.79,2453.46,513416987
20/06/2017,2450.66,2450.66,2436.6,2437.03,505505494
21/06/2017,2439.31,2442.23,2430.74,2435.61,530549996
22/06/2017,2437.4,2441.62,2433.27,2434.5,527670747
23/06/2017,2434.65,2441.4,2431.11,2438.3,1058563871
26/06/2017,2443.32,2450.42,2437.03,2439.07,483460703
27/06/2017,2436.34,2440.15,2419.38,2419.38,546610359
28/06/2017,2428.7,2442.97,2428.02,2440.69,510888129
29/06/2017,2442.38,2442.73,2405.7,2419.7,627587452
30/06/2017,2429.2,2432.71,2421.65,2423.41,641278766
03/07/2017,2431.39,2439.17,2428.69,2429.01,340988864
05/07/2017,2430.78,2434.9,2422.05,2432.54,568417837
06/07/2017,2423.44,2424.28,2407.7,2409.75,554020271
07/07/2017,2413.52,2426.92,2413.52,2425.18,458121628
10/07/2017,2424.51,2432,2422.27,2427.43,490786854
11/07/2017,2427.35,2429.3,2412.79,2425.53,463115311
12/07/2017,2435.75,2445.76,2435.75,2443.25,492047443
13/07/2017,2444.99,2449.32,2441.69,2447.83,487474689
14/07/2017,2449.16,2463.54,2446.69,2459.27,439411164
17/07/2017,2459.5,2462.82,2457.16,2459.14,436852378
18/07/2017,2455.88,2460.92,2450.34,2460.61,434709842
19/07/2017,2463.85,2473.83,2463.85,2473.83,466562000
20/07/2017,2475.56,2477.62,2468.43,2473.45,510915149
21/07/2017,2467.4,2472.54,2465.06,2472.54,562308018
24/07/2017,2472.04,2473.1,2466.32,2469.91,586387606
25/07/2017,2477.88,2481.24,2474.91,2477.13,649138657
26/07/2017,2479.97,2481.69,2474.94,2477.83,546161234
27/07/2017,2482.76,2484.04,2459.93,2475.42,654796186
28/07/2017,2469.12,2473.53,2464.66,2472.1,505672250
31/07/2017,2475.94,2477.96,2468.53,2470.3,691834809
01/08/2017,2477.1,2478.51,2471.14,2476.35,520941048
02/08/2017,2480.38,2480.38,2466.48,2477.57,549613480
03/08/2017,2476.03,2476.03,2468.85,2472.16,511922128
04/08/2017,2476.88,2480,2472.08,2476.83,497282497
07/08/2017,2477.14,2480.95,2475.88,2480.91,451477354
08/08/2017,2478.35,2490.87,2470.32,2474.92,459725413
09/08/2017,2465.35,2474.41,2462.08,2474.02,462661161
10/08/2017,2465.38,2465.38,2437.75,2438.21,544085467
11/08/2017,2441.04,2448.09,2437.85,2441.32,442234832
14/08/2017,2454.96,2468.22,2454.96,2465.84,460363468
15/08/2017,2468.66,2468.9,2461.61,2464.61,440317340
16/08/2017,2468.63,2474.93,2463.86,2468.11,447838182
17/08/2017,2462.95,2465.02,2430.01,2430.01,522122283
18/08/2017,2427.64,2440.27,2420.69,2425.55,604768337
21/08/2017,2425.5,2430.58,2417.35,2428.37,461494160
22/08/2017,2433.75,2454.77,2433.67,2452.51,429507281
23/08/2017,2444.88,2448.91,2441.42,2444.04,429162732
24/08/2017,2447.91,2450.39,2436.19,2438.97,470044943
25/08/2017,2444.72,2453.96,2442.22,2443.05,424178873
28/08/2017,2447.35,2449.12,2439.03,2444.24,424021671
29/08/2017,2431.94,2449.19,2428.2,2446.3,404549838
30/08/2017,2446.06,2460.31,2443.77,2457.59,411660384
31/08/2017,2462.65,2475.01,2462.65,2471.65,645209393
01/09/2017,2474.42,2480.38,2473.85,2476.55,403108736
05/09/2017,2470.35,2471.97,2446.55,2457.85,554135344
06/09/2017,2463.83,2469.64,2459.2,2465.54,539031428
07/09/2017,2468.06,2468.62,2460.29,2465.1,516386819
08/09/2017,2462.25,2467.11,2459.4,2461.43,501930900
11/09/2017,2474.52,2488.95,2474.52,2488.11,515684185
12/09/2017,2491.94,2496.77,2490.37,2496.48,490923947
13/09/2017,2493.89,2498.37,2492.14,2498.37,492139256
14/09/2017,2494.56,2498.43,2491.35,2495.62,533390847
15/09/2017,2495.67,2500.23,2493.16,2500.23,1435549576
18/09/2017,2502.51,2508.32,2499.92,2503.87,517577755
19/09/2017,2506.29,2507.84,2503.19,2506.65,501443003
20/09/2017,2506.84,2508.85,2496.67,2508.24,538366609
21/09/2017,2507.16,2507.16,2499,2500.6,464068023
22/09/2017,2497.26,2503.47,2496.54,2502.22,452975180
25/09/2017,2499.39,2502.54,2488.03,2496.66,562565153
26/09/2017,2501.04,2503.51,2495.12,2496.84,471032584
27/09/2017,2503.3,2511.75,2495.91,2507.04,522364514
28/09/2017,2503.41,2510.81,2502.93,2510.06,469559342
29/09/2017,2509.96,2519.44,2507.99,2519.36,533211309
02/10/2017,2521.2,2529.23,2520.4,2529.12,471297244
03/10/2017,2530.34,2535.13,2528.85,2534.58,424599458
04/10/2017,2533.48,2540.53,2531.8,2537.74,436084924
05/10/2017,2540.86,2552.51,2540.02,2552.07,454529746
06/10/2017,2547.44,2549.41,2543.79,2549.33,452348269
09/10/2017,2551.39,2551.82,2541.6,2544.73,397803021
10/10/2017,2549.99,2555.23,2544.86,2550.64,429347583
11/10/2017,2550.62,2555.24,2547.95,2555.24,486225592
12/10/2017,2552.88,2555.33,2548.31,2550.93,548844607
13/10/2017,2555.66,2557.65,2552.09,2553.17,498032309
16/10/2017,2555.57,2559.47,2552.64,2557.64,436332851
17/10/2017,2557.17,2559.71,2554.69,2559.36,443986586
18/10/2017,2562.87,2564.11,2559.67,2561.26,426160017
19/10/2017,2553.39,2562.36,2547.92,2562.1,475108277
20/10/2017,2567.56,2575.44,2567.56,2575.21,631304971
23/10/2017,2578.08,2578.29,2564.33,2564.98,515870002
24/10/2017,2568.66,2572.18,2565.58,2569.13,504318897
25/10/2017,2566.52,2567.4,2544,2557.15,613367112
26/10/2017,2560.08,2567.07,2559.8,2560.4,563772788
27/10/2017,2570.26,2582.98,2565.94,2581.07,645607673
30/10/2017,2577.75,2580.03,2568.25,2572.83,569441686
31/10/2017,2575.99,2578.29,2572.15,2575.26,625261403
01/11/2017,2583.21,2588.4,2574.92,2579.36,546676247
02/11/2017,2579.46,2581.11,2566.17,2579.85,588411373
03/11/2017,2581.93,2588.42,2576.77,2587.84,522405559
06/11/2017,2587.47,2593.38,2585.66,2591.13,563277225
07/11/2017,2592.11,2597.02,2584.35,2590.64,546661707
08/11/2017,2588.71,2595.47,2585.02,2594.38,509991842
09/11/2017,2584,2586.5,2566.33,2584.62,534229752
10/11/2017,2580.18,2583.81,2575.57,2582.3,514540524
13/11/2017,2576.53,2587.66,2574.48,2584.84,509487496
14/11/2017,2577.75,2579.66,2566.56,2578.87,534119191
15/11/2017,2569.45,2572.84,2557.45,2564.62,522600468
16/11/2017,2572.95,2590.09,2572.95,2585.64,498027320
17/11/2017,2582.94,2583.96,2577.62,2578.85,589985854
20/11/2017,2579.49,2584.64,2578.24,2582.14,466385454
21/11/2017,2589.17,2601.19,2589.17,2599.03,505692205
22/11/2017,2600.31,2600.94,2595.23,2597.08,421544127
24/11/2017,2600.42,2604.21,2600.42,2602.42,204379833
27/11/2017,2602.66,2606.41,2598.87,2601.42,481797342
28/11/2017,2605.94,2627.69,2605.44,2627.04,542768349
29/11/2017,2627.82,2634.89,2620.32,2626.07,653621701
30/11/2017,2633.93,2657.74,2633.93,2647.58,1041514129
01/12/2017,2645.1,2650.62,2605.52,2642.22,670644223
04/12/2017,2657.19,2665.19,2639.03,2639.44,724762684
05/12/2017,2639.78,2648.72,2627.73,2629.57,633406079
06/12/2017,2626.24,2634.41,2624.75,2629.27,531557561
07/12/2017,2628.38,2640.99,2626.53,2636.98,526053637
08/12/2017,2646.21,2651.65,2644.1,2651.5,490109100
11/12/2017,2652.19,2660.33,2651.47,2659.99,510556601
12/12/2017,2661.73,2669.72,2659.78,2664.11,553661426
13/12/2017,2667.59,2671.88,2662.85,2662.85,551154908
14/12/2017,2665.87,2668.09,2652.01,2652.01,529123907
15/12/2017,2660.63,2679.63,2659.14,2675.81,1655377044
18/12/2017,2685.92,2694.97,2685.92,2690.16,608529175
19/12/2017,2692.71,2694.44,2680.74,2681.47,556473457
20/12/2017,2688.18,2691.01,2676.11,2679.25,521433840
21/12/2017,2683.02,2692.64,2682.4,2684.57,511566214
22/12/2017,2684.22,2685.35,2678.13,2683.34,403668838
26/12/2017,2679.09,2682.74,2677.96,2680.5,310308142
27/12/2017,2682.1,2685.64,2678.91,2682.62,335290455
28/12/2017,2686.1,2687.66,2682.69,2687.54,296034552
29/12/2017,2689.15,2692.12,2673.61,2673.61,460819380
02/01/2018,2683.73,2695.89,2682.36,2695.81,513863980
03/01/2018,2697.85,2714.37,2697.77,2713.06,540193313
04/01/2018,2719.31,2729.29,2719.07,2723.99,561303630
05/01/2018,2731.33,2743.45,2727.92,2743.15,534970186
08/01/2018,2742.67,2748.51,2737.6,2747.71,531091956
09/01/2018,2751.15,2759.14,2747.86,2751.29,509578347
10/01/2018,2745.55,2750.8,2736.06,2748.23,529855594
11/01/2018,2752.97,2767.56,2752.78,2767.56,493747536
12/01/2018,2770.18,2787.85,2769.64,2786.24,583103735
16/01/2018,2798.96,2807.54,2768.64,2776.42,711573769
17/01/2018,2784.99,2807.04,2778.38,2802.56,633506661
18/01/2018,2802.4,2805.83,2792.56,2798.03,592316903
19/01/2018,2802.6,2810.33,2798.08,2810.3,753914917
22/01/2018,2809.16,2833.03,2808.12,2832.97,603357913
23/01/2018,2835.05,2842.24,2830.59,2839.13,545995332
24/01/2018,2845.42,2852.97,2824.81,2837.54,609308021
25/01/2018,2846.24,2848.56,2830.94,2839.25,553948713
26/01/2018,2847.48,2872.87,2846.18,2872.87,569404080
29/01/2018,2867.23,2870.62,2851.48,2853.53,544693438
30/01/2018,2832.74,2837.75,2818.27,2822.43,600917657
31/01/2018,2832.41,2839.26,2813.04,2823.81,815230626
01/02/2018,2816.45,2835.96,2812.7,2821.98,623001943
02/02/2018,2808.92,2808.92,2759.97,2762.13,712514990
05/02/2018,2741.06,2763.39,2638.17,2648.94,1000762674
06/02/2018,2614.78,2701.04,2593.07,2695.14,1090149575
07/02/2018,2690.95,2727.67,2681.33,2681.66,766057155
08/02/2018,2685.01,2685.27,2580.56,2581,880613303
09/02/2018,2601.78,2638.67,2532.69,2619.55,986284498
12/02/2018,2636.75,2672.61,2622.45,2656,757736610
13/02/2018,2646.27,2668.84,2637.08,2662.94,538762303
14/02/2018,2651.21,2702.1,2648.87,2698.63,632361833
15/02/2018,2713.46,2731.51,2689.82,2731.2,571606605
16/02/2018,2727.14,2754.42,2725.11,2732.22,669882635
20/02/2018,2722.99,2737.6,2706.76,2716.26,571354595
21/02/2018,2720.53,2747.75,2701.29,2701.33,594961075
22/02/2018,2710.42,2731.26,2697.77,2703.96,539433052
23/02/2018,2715.8,2747.76,2713.74,2747.3,488629032
26/02/2018,2757.37,2780.64,2753.78,2779.6,559643182
27/02/2018,2780.45,2789.15,2744.22,2744.28,621882473
28/02/2018,2753.78,2761.52,2713.54,2713.83,750778938
01/03/2018,2715.22,2730.89,2659.65,2677.67,737841559
02/03/2018,2658.89,2696.25,2647.32,2691.25,646045363
05/03/2018,2681.06,2728.09,2675.75,2720.94,619738249
06/03/2018,2730.18,2732.08,2711.26,2728.12,559826288
07/03/2018,2710.18,2730.6,2701.74,2726.8,569775603
08/03/2018,2732.75,2740.45,2722.65,2738.97,525022539
09/03/2018,2752.91,2786.57,2751.54,2786.57,580604683
12/03/2018,2790.54,2796.98,2779.26,2783.02,586466807
13/03/2018,2792.31,2801.9,2758.68,2765.31,604760693
14/03/2018,2774.06,2777.11,2744.38,2749.48,587912168
15/03/2018,2754.27,2763.03,2741.47,2747.33,517766594
16/03/2018,2750.57,2761.85,2749.97,2752.01,1678756348
19/03/2018,2741.38,2741.38,2694.59,2712.92,634327100
20/03/2018,2715.05,2724.22,2710.05,2716.94,569771369
21/03/2018,2714.99,2739.14,2709.79,2711.93,539818653
22/03/2018,2691.36,2695.68,2641.59,2643.69,684188520
23/03/2018,2646.71,2657.67,2585.89,2588.26,710385987
26/03/2018,2619.35,2661.36,2601.81,2658.55,674796157
27/03/2018,2667.57,2674.78,2596.12,2612.62,686582458
28/03/2018,2611.3,2632.65,2593.06,2605,683146279
29/03/2018,2614.41,2659.07,2609.72,2640.87,746031727
02/04/2018,2633.45,2638.3,2553.8,2581.88,713793279
03/04/2018,2592.17,2619.14,2575.49,2614.45,631017022
04/04/2018,2584.04,2649.86,2573.61,2644.69,624103718
05/04/2018,2657.36,2672.08,2649.58,2662.84,530434807
06/04/2018,2645.82,2656.88,2586.27,2604.47,636953451
09/04/2018,2617.18,2653.55,2610.79,2613.16,564683211
10/04/2018,2638.41,2665.45,2635.78,2656.87,596218835
11/04/2018,2643.89,2661.43,2639.25,2642.19,472679683
12/04/2018,2653.83,2674.72,2653.83,2663.99,514725665
13/04/2018,2676.9,2680.26,2645.05,2656.3,489340304
16/04/2018,2670.1,2686.49,2665.16,2677.84,510374993
17/04/2018,2692.74,2713.34,2692.05,2706.39,496520330
18/04/2018,2710.11,2717.49,2703.63,2708.64,493300875
19/04/2018,2701.16,2702.84,2681.9,2693.13,529131090
20/04/2018,2692.56,2693.94,2660.61,2670.14,705811880
23/04/2018,2675.4,2682.86,2657.99,2670.29,516444628
24/04/2018,2680.8,2683.55,2617.32,2634.56,626587531
25/04/2018,2634.92,2645.3,2612.67,2639.4,558914899
26/04/2018,2651.65,2676.48,2647.16,2666.94,628367336
27/04/2018,2675.47,2677.35,2659.01,2669.91,519061816
30/04/2018,2675.05,2682.92,2648.04,2648.05,694642615
01/05/2018,2643.64,2655.27,2625.41,2654.8,557716845
02/05/2018,2654.24,2660.87,2631.7,2635.67,609574830
03/05/2018,2628.08,2637.14,2594.62,2629.73,599374734
04/05/2018,2621.45,2670.93,2615.32,2663.42,507718299
07/05/2018,2669.36,2683.35,2664.7,2672.63,503527729
08/05/2018,2670.26,2676.34,2655.2,2671.92,572252093
09/05/2018,2678.12,2701.27,2674.14,2697.79,539050531
10/05/2018,2705.02,2726.11,2704.54,2723.07,480887389
11/05/2018,2722.7,2732.86,2717.45,2727.72,501534717
14/05/2018,2733.37,2742.1,2725.47,2730.13,506100042
15/05/2018,2718.59,2718.59,2701.91,2711.45,549760430
16/05/2018,2712.62,2727.76,2712.17,2722.46,488057147
17/05/2018,2719.71,2731.96,2711.36,2720.13,459139071
18/05/2018,2717.35,2719.5,2709.18,2712.97,574145236
21/05/2018,2725.95,2739.19,2725.7,2733.01,475744489
22/05/2018,2738.34,2742.24,2721.88,2724.44,503365316
23/05/2018,2713.98,2733.33,2709.54,2733.29,544285247
24/05/2018,2730.94,2731.97,2707.38,2727.76,516422428
25/05/2018,2723.6,2727.36,2714.99,2721.33,445367188
29/05/2018,2705.11,2710.67,2676.81,2689.86,638176489
30/05/2018,2702.43,2729.34,2702.43,2724.01,536948168
31/05/2018,2720.98,2722.5,2700.68,2705.27,1013818538
01/06/2018,2718.7,2736.93,2718.7,2734.62,530951969
04/06/2018,2741.67,2749.16,2740.54,2746.87,530474873
05/06/2018,2748.46,2752.61,2739.51,2748.8,548168879
06/06/2018,2753.25,2772.39,2748.46,2772.35,595241297
07/06/2018,2774.84,2779.9,2760.16,2770.37,555821062
08/06/2018,2765.84,2779.39,2763.59,2779.03,511059826
11/06/2018,2780.18,2790.21,2780.17,2782,510492020
12/06/2018,2785.6,2789.8,2778.78,2786.85,543375429
13/06/2018,2787.94,2791.47,2774.65,2775.63,665465872
14/06/2018,2783.21,2789.06,2776.52,2782.49,637381752
15/06/2018,2777.78,2782.81,2761.73,2779.66,1643960032
18/06/2018,2765.79,2774.99,2757.12,2773.75,577861779
19/06/2018,2752.01,2765.05,2743.19,2762.59,644709135
20/06/2018,2769.73,2774.86,2763.91,2767.32,549065443
21/06/2018,2769.28,2769.28,2744.39,2749.76,544044909
22/06/2018,2760.79,2764.17,2752.68,2754.88,1089844942
25/06/2018,2742.94,2742.94,2698.67,2717.07,662570301
26/06/2018,2722.12,2732.91,2715.6,2723.06,586084338
27/06/2018,2728.45,2746.09,2699.38,2699.63,588772325
28/06/2018,2698.69,2724.34,2691.99,2716.31,539355304
29/06/2018,2727.13,2743.26,2718.03,2718.37,685339788
02/07/2018,2704.95,2727.26,2698.95,2726.71,499463623
03/07/2018,2733.27,2736.58,2711.16,2713.22,336033497
05/07/2018,2724.19,2737.83,2716.02,2736.61,516237825
06/07/2018,2737.68,2764.41,2733.52,2759.82,464756530
09/07/2018,2768.51,2784.65,2768.51,2784.17,486476601
10/07/2018,2788.56,2795.58,2786.24,2793.84,454090893
11/07/2018,2779.82,2785.91,2770.77,2774.02,465278684
12/07/2018,2783.14,2799.22,2781.53,2798.29,495510739
13/07/2018,2796.93,2804.53,2791.69,2801.31,455567199
16/07/2018,2801.43,2803.71,2793.39,2798.43,498361704
17/07/2018,2789.34,2814.19,2789.24,2809.55,479778207
18/07/2018,2811.35,2816.76,2805.89,2815.62,484911980
19/07/2018,2809.37,2812.05,2799.77,2804.49,507386674
20/07/2018,2804.55,2809.7,2800.01,2801.83,594490837
23/07/2018,2799.17,2808.61,2795.14,2806.98,464098605
24/07/2018,2820.68,2829.99,2811.12,2820.4,525043921
25/07/2018,2817.73,2848.03,2817.73,2846.07,574458891
26/07/2018,2835.49,2845.57,2835.26,2837.44,633260051
27/07/2018,2842.35,2843.17,2808.34,2818.82,552498969
30/07/2018,2819,2821.74,2798.11,2802.6,533145063
31/07/2018,2809.73,2824.46,2808.06,2816.29,722981432
01/08/2018,2821.17,2825.83,2805.85,2813.36,553483656
02/08/2018,2800.48,2829.91,2796.34,2827.22,508759615
03/08/2018,2829.62,2840.38,2827.37,2840.35,472003466
