,SPX Index,,,,
,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
#NAME?,1469.25,1478,1438.36,1455.22,997918100
04/01/2000,1455.22,1455.22,1397.43,1399.42,1072385800
05/01/2000,1399.42,1413.27,1377.68,1402.11,1265124300
06/01/2000,1402.11,1411.9,1392.02,1403.45,1178617600
07/01/2000,1403.45,1441.47,1400.73,1441.47,1283843200
10/01/2000,1441.47,1464.36,1441.47,1457.6,1103377100
11/01/2000,1457.6,1458.66,1434.42,1438.56,1115788500
12/01/2000,1438.56,1442.6,1427.08,1432.25,1083235704
13/01/2000,1432.25,1454.2,1432.25,1449.68,1016493300
14/01/2000,1449.68,1473,1449.68,1465.15,1156615000
18/01/2000,1465.15,1465.15,1451.3,1455.14,1062394200
19/01/2000,1455.14,1461.39,1448.68,1455.9,1084377500
20/01/2000,1455.9,1465.71,1438.54,1445.57,1107100700
21/01/2000,1445.57,1453.18,1439.6,1441.36,1210503700
24/01/2000,1441.36,1454.09,1395.42,1401.53,1090130200
25/01/2000,1401.53,1414.26,1388.49,1410.03,1122595600
26/01/2000,1410.03,1412.73,1400.16,1404.09,1130685696
27/01/2000,1404.09,1418.86,1380.71,1398.56,1203231000
28/01/2000,1398.56,1398.56,1356.2,1360.16,1121161600
31/01/2000,1360.16,1394.5,1350.05,1394.46,1069206900
01/02/2000,1394.46,1412.49,1384.79,1409.28,1008222600
02/02/2000,1409.28,1420.61,1403.49,1409.12,1019686400
03/02/2000,1409.12,1425.78,1398.52,1424.97,1098503400
04/02/2000,1424.97,1435.91,1420.63,1424.37,1011296200
07/02/2000,1424.37,1427.15,1413.33,1424.24,874396100
08/02/2000,1424.24,1441.83,1424.24,1441.72,1073263300
09/02/2000,1441.72,1444.55,1411.65,1411.7,1029330700
10/02/2000,1411.7,1422.1,1406.43,1416.83,1024816700
11/02/2000,1416.83,1416.83,1378.89,1387.12,1004499800
14/02/2000,1387.12,1394.93,1380.53,1389.94,881354300
15/02/2000,1389.94,1407.72,1376.25,1402.05,1067247300
16/02/2000,1402.05,1404.55,1385.58,1387.67,978778500
17/02/2000,1387.67,1399.88,1380.07,1388.26,1064390800
18/02/2000,1388.26,1388.59,1345.32,1346.09,1088748300
22/02/2000,1346.09,1358.11,1331.88,1352.17,983904500
23/02/2000,1352.17,1370.11,1342.44,1360.69,1056872200
24/02/2000,1360.69,1364.8,1329.88,1353.43,1271777500
25/02/2000,1353.43,1362.14,1329.15,1333.36,1094643400
28/02/2000,1333.36,1360.82,1325.02,1348.05,1122591700
29/02/2000,1348.05,1369.63,1348.05,1366.42,1153936300
01/03/2000,1366.42,1383.46,1366.42,1379.19,1285072300
02/03/2000,1379.19,1386.56,1370.35,1381.76,1244967800
03/03/2000,1381.76,1410.88,1381.76,1409.17,1183839900
06/03/2000,1409.17,1409.74,1384.75,1391.28,1023066600
07/03/2000,1391.28,1399.21,1349.99,1355.62,1282190896
08/03/2000,1355.62,1373.79,1346.62,1366.7,1180794000
09/03/2000,1366.7,1401.82,1357.59,1401.69,1177993196
10/03/2000,1401.69,1413.46,1392.07,1395.07,1197595600
13/03/2000,1395.07,1398.39,1364.84,1383.62,1070158204
14/03/2000,1383.62,1395.38,1359.15,1359.15,1180388800
15/03/2000,1359.15,1397.99,1356.99,1392.15,1378660400
16/03/2000,1392.15,1458.47,1392.15,1458.47,1512533900
17/03/2000,1458.47,1477.33,1453.27,1464.47,1349633800
20/03/2000,1464.47,1470.3,1448.43,1456.63,953998000
21/03/2000,1456.63,1493.92,1446.06,1493.87,1104369500
22/03/2000,1493.87,1505.08,1487.33,1500.64,1101595100
23/03/2000,1500.64,1532.5,1492.39,1527.35,1190043208
24/03/2000,1527.35,1552.87,1516.83,1527.46,1116248300
27/03/2000,1527.46,1534.63,1518.46,1523.86,941935800
28/03/2000,1523.86,1527.36,1507.09,1507.73,988077700
29/03/2000,1507.73,1521.45,1497.45,1508.52,1102698300
30/03/2000,1508.52,1517.38,1474.63,1487.92,1306085700
31/03/2000,1487.92,1519.81,1484.38,1498.58,1220339800
03/04/2000,1498.58,1507.19,1486.96,1505.97,1244397596
04/04/2000,1505.98,1526.45,1417.22,1494.73,1860764596
05/04/2000,1494.73,1506.55,1478.05,1487.37,1183471200
06/04/2000,1487.37,1511.76,1487.37,1501.34,1105259300
07/04/2000,1501.34,1518.68,1501.34,1516.35,947636400
10/04/2000,1516.35,1527.19,1503.35,1504.46,951731000
11/04/2000,1504.46,1512.8,1486.78,1500.59,1086275200
12/04/2000,1500.59,1509.1,1466.15,1467.17,1404679692
13/04/2000,1467.17,1477.52,1439.34,1440.51,1258833796
14/04/2000,1440.51,1440.51,1339.4,1356.56,1582142800
17/04/2000,1356.56,1401.53,1346.5,1401.44,1503425704
18/04/2000,1401.44,1441.61,1397.81,1441.61,1251266204
19/04/2000,1441.61,1447.69,1424.26,1427.47,1093029300
20/04/2000,1427.47,1435.49,1422.08,1434.54,930063900
24/04/2000,1434.54,1434.54,1407.13,1429.86,1134024500
25/04/2000,1429.86,1477.67,1429.86,1477.44,1167162214
26/04/2000,1477.44,1482.94,1456.98,1460.99,1080577900
27/04/2000,1460.99,1469.21,1434.81,1464.92,1115396700
28/04/2000,1464.92,1473.62,1448.15,1452.43,1007448700
01/05/2000,1452.43,1481.51,1452.43,1468.25,965753400
02/05/2000,1468.25,1468.25,1445.22,1446.29,1023392300
03/05/2000,1446.29,1446.29,1398.36,1415.1,1126842204
04/05/2000,1415.1,1420.99,1404.94,1409.57,946567700
05/05/2000,1409.57,1436.03,1405.08,1432.63,842072000
08/05/2000,1432.63,1432.63,1417.05,1424.17,839653200
09/05/2000,1424.17,1430.28,1401.85,1412.14,969121496
10/05/2000,1412.14,1412.14,1375.14,1383.05,1185917804
11/05/2000,1383.05,1410.26,1383.05,1407.81,1071318900
12/05/2000,1407.81,1430.13,1407.81,1420.96,914773000
15/05/2000,1420.96,1452.39,1416.54,1452.36,887415600
16/05/2000,1452.36,1470.4,1450.76,1466.04,1021072000
17/05/2000,1466.04,1466.04,1441.67,1447.8,881537800
18/05/2000,1447.8,1458.04,1436.59,1437.21,894029004
19/05/2000,1437.21,1437.21,1401.74,1406.95,1018899400
22/05/2000,1406.95,1410.55,1368.73,1400.72,1076721400
23/05/2000,1400.72,1404.04,1373.6,1373.86,979470404
24/05/2000,1373.86,1401.75,1361.09,1399.05,1494062808
25/05/2000,1399.05,1411.65,1373.93,1381.52,1157670004
26/05/2000,1381.52,1391.42,1369.75,1378.02,789171300
30/05/2000,1378.02,1422.45,1378.02,1422.45,989120200
31/05/2000,1422.44,1434.49,1415.5,1420.6,1075890800
01/06/2000,1420.6,1448.81,1420.6,1448.81,1068486400
02/06/2000,1448.81,1483.23,1448.81,1477.26,1234590700
05/06/2000,1477.26,1477.28,1464.68,1467.63,898701400
06/06/2000,1467.63,1471.36,1454.74,1457.84,1001251300
07/06/2000,1457.84,1474.64,1455.06,1471.36,870969400
08/06/2000,1471.36,1475.65,1456.49,1461.67,944921600
09/06/2000,1461.67,1472.67,1454.96,1456.95,825225900
12/06/2000,1456.95,1462.93,1445.99,1446,842825404
13/06/2000,1446,1470.42,1442.38,1469.44,992157300
14/06/2000,1469.44,1483.62,1467.71,1470.54,996431500
15/06/2000,1470.54,1482.04,1464.62,1478.73,1088368900
16/06/2000,1478.73,1480.77,1460.42,1464.46,1316456800
19/06/2000,1464.46,1488.93,1459.05,1486,1014232600
20/06/2000,1486,1487.32,1470.18,1475.95,1070819200
21/06/2000,1475.95,1482.19,1468,1479.13,1035447200
22/06/2000,1479.13,1479.13,1448.03,1452.18,1072945800
23/06/2000,1452.18,1459.94,1438.31,1441.48,885853500
26/06/2000,1441.48,1459.66,1441.48,1455.31,918114700
27/06/2000,1455.31,1463.44,1450.55,1450.55,1009149700
28/06/2000,1450.55,1467.6,1450.55,1454.82,1105239496
29/06/2000,1454.82,1455.14,1434.63,1442.39,1135591000
30/06/2000,1442.39,1454.68,1438.71,1454.6,1258791800
03/07/2000,1454.6,1469.58,1450.85,1469.54,435128600
05/07/2000,1469.54,1469.54,1442.45,1446.23,1018459400
06/07/2000,1446.23,1461.65,1439.56,1456.67,1022568900
07/07/2000,1456.67,1484.12,1456.67,1478.9,1012650700
10/07/2000,1478.9,1486.56,1474.76,1475.62,895314100
11/07/2000,1475.62,1488.77,1470.48,1480.88,1043239500
12/07/2000,1480.88,1497.69,1480.88,1492.92,1052926200
13/07/2000,1492.92,1501.39,1489.65,1495.84,1137667600
14/07/2000,1495.84,1509.99,1494.56,1509.98,1021185300
17/07/2000,1509.98,1517.32,1505.26,1510.49,1003202100
18/07/2000,1510.49,1510.49,1491.35,1493.74,1013627800
19/07/2000,1493.74,1495.63,1479.92,1481.96,1022430704
20/07/2000,1481.96,1501.92,1481.96,1495.57,1242425500
21/07/2000,1495.57,1495.57,1477.91,1480.19,1086690600
24/07/2000,1480.19,1485.88,1463.8,1464.29,977530500
25/07/2000,1464.29,1476.23,1464.29,1474.47,1011723600
26/07/2000,1474.47,1474.47,1452.42,1452.42,1262710700
27/07/2000,1452.42,1464.91,1445.33,1449.62,1202516900
28/07/2000,1449.62,1456.68,1413.89,1419.89,1172243400
31/07/2000,1419.89,1437.65,1418.71,1430.83,1077995200
01/08/2000,1430.83,1443.54,1428.96,1438.1,966069800
02/08/2000,1438.1,1451.59,1433.49,1438.7,1052235700
03/08/2000,1438.7,1454.19,1425.43,1452.56,1221241400
04/08/2000,1452.56,1462.93,1451.31,1462.93,1069895600
07/08/2000,1462.93,1480.8,1460.72,1479.32,971825100
08/08/2000,1479.32,1484.4,1472.53,1482.8,1110691000
09/08/2000,1482.8,1490.37,1471.32,1472.87,1163466300
10/08/2000,1472.87,1475.19,1459.85,1460.25,987794100
11/08/2000,1460.25,1475.72,1453.06,1471.84,956267296
14/08/2000,1471.84,1491.64,1468.56,1491.56,874830300
15/08/2000,1491.56,1493.12,1482.74,1484.43,990482300
16/08/2000,1484.43,1496.09,1475.74,1479.85,981433800
17/08/2000,1479.85,1499.32,1479.85,1496.07,991970600
18/08/2000,1496.07,1499.47,1488.99,1491.72,965739900
21/08/2000,1491.72,1502.84,1491.13,1499.48,815996700
22/08/2000,1499.48,1508.45,1497.42,1498.13,927723500
23/08/2000,1498.13,1507.2,1489.52,1505.97,955185700
24/08/2000,1505.97,1511.16,1501.25,1508.31,906813500
25/08/2000,1508.31,1513.47,1505.09,1506.45,710636400
28/08/2000,1506.45,1523.95,1506.45,1514.09,845151300
29/08/2000,1514.09,1514.89,1505.48,1509.84,907724300
30/08/2000,1509.84,1510.49,1500.09,1502.59,911887000
31/08/2000,1502.59,1525.21,1502.59,1517.68,1228285000
01/09/2000,1517.68,1530.09,1515.53,1520.77,849554700
05/09/2000,1520.77,1520.77,1503.75,1507.08,991484300
06/09/2000,1507.08,1512.61,1492.12,1492.25,1213645496
07/09/2000,1492.25,1505.34,1492.25,1502.51,1125247600
08/09/2000,1502.51,1502.51,1489.88,1494.5,1102950300
11/09/2000,1494.5,1506.76,1483.01,1489.26,1058978700
12/09/2000,1489.26,1496.93,1479.67,1481.99,1178095896
13/09/2000,1481.99,1487.45,1473.61,1484.91,1314383100
14/09/2000,1484.91,1494.16,1476.73,1480.87,1253225100
15/09/2000,1480.87,1480.96,1460.22,1465.81,1579040100
18/09/2000,1465.81,1467.77,1441.92,1444.51,1197448800
19/09/2000,1444.51,1461.16,1444.51,1459.9,1214224100
20/09/2000,1459.9,1460.49,1430.95,1451.34,1323149904
21/09/2000,1451.34,1452.77,1436.3,1449.05,1212470800
22/09/2000,1449.05,1449.05,1421.08,1448.72,1721331900
25/09/2000,1448.72,1457.42,1435.93,1439.03,1220856304
26/09/2000,1439.03,1448.04,1425.25,1427.21,1392224200
27/09/2000,1427.21,1437.22,1419.44,1426.57,1401962604
28/09/2000,1426.57,1461.69,1425.78,1458.29,1437022196
29/09/2000,1458.29,1458.29,1436.29,1436.51,1347223796
02/10/2000,1436.52,1445.6,1429.83,1436.23,1308208900
03/10/2000,1436.23,1454.82,1425.28,1426.46,1430192996
04/10/2000,1426.46,1439.99,1416.31,1434.32,1590491300
05/10/2000,1434.32,1444.17,1431.8,1436.28,1495430600
06/10/2000,1436.28,1443.3,1397.06,1408.99,1375159304
09/10/2000,1408.99,1409.69,1392.48,1402.03,944021200
10/10/2000,1402.03,1408.83,1383.85,1387.02,1398541400
11/10/2000,1387.02,1387.02,1349.67,1364.59,1832641396
12/10/2000,1364.59,1374.93,1328.06,1329.78,1733640904
13/10/2000,1329.78,1374.17,1326.81,1374.17,1550988500
16/10/2000,1374.17,1379.48,1365.06,1374.62,1356333804
17/10/2000,1374.62,1380.99,1342.34,1349.97,1504640796
18/10/2000,1349.97,1356.65,1305.79,1342.13,1912658796
19/10/2000,1342.13,1389.93,1342.13,1388.76,1672576896
20/10/2000,1388.76,1408.47,1382.19,1396.93,1434245596
23/10/2000,1396.93,1406.96,1387.75,1395.78,1272718900
24/10/2000,1395.78,1415.64,1388.13,1398.13,1376296700
25/10/2000,1398.13,1398.13,1362.21,1364.9,1733501308
26/10/2000,1364.9,1372.72,1337.77,1364.44,1744971500
27/10/2000,1364.44,1384.57,1364.13,1379.58,1495962604
30/10/2000,1379.58,1406.36,1376.86,1398.66,1481970100
31/10/2000,1398.66,1432.22,1398.66,1429.4,1608079996
01/11/2000,1429.4,1429.6,1410.45,1421.22,1601096400
02/11/2000,1421.22,1433.27,1421.13,1428.32,1591960900
03/11/2000,1428.32,1433.21,1420.92,1426.69,1281828100
06/11/2000,1428.76,1438.46,1427.72,1432.19,1177682804
07/11/2000,1432.19,1436.22,1423.26,1431.87,1196585700
08/11/2000,1431.87,1437.28,1408.78,1409.28,1299182700
09/11/2000,1409.28,1409.28,1369.68,1400.14,1542957300
10/11/2000,1400.14,1400.14,1365.97,1365.98,1415094600
13/11/2000,1365.98,1365.98,1328.62,1351.26,1580590800
14/11/2000,1351.26,1390.06,1351.26,1382.95,1443952200
15/11/2000,1382.95,1395.96,1374.75,1389.81,1351600100
16/11/2000,1389.81,1394.68,1370.4,1372.32,1130909100
17/11/2000,1372.32,1384.85,1355.55,1367.72,1396857900
20/11/2000,1367.72,1367.72,1341.67,1342.62,1289333500
21/11/2000,1342.62,1355.87,1333.62,1347.35,1371083900
22/11/2000,1347.35,1347.35,1321.89,1322.36,1237581200
24/11/2000,1322.36,1343.83,1322.36,1341.77,521821400
27/11/2000,1341.77,1362.5,1341.77,1348.97,1186196000
28/11/2000,1348.97,1358.81,1334.97,1336.09,1347291300
29/11/2000,1336.09,1352.38,1329.28,1341.91,1469369800
30/11/2000,1341.91,1341.91,1294.9,1314.95,2077054200
01/12/2000,1314.95,1334.67,1307.02,1315.23,1657883800
04/12/2000,1315.18,1332.06,1310.23,1324.97,1465199800
05/12/2000,1324.97,1376.56,1324.97,1376.54,1792273000
06/12/2000,1376.54,1376.54,1346.15,1351.46,1808432500
07/12/2000,1351.46,1353.5,1339.26,1343.55,1402553100
08/12/2000,1343.55,1380.33,1343.55,1369.89,1660174500
11/12/2000,1369.89,1389.05,1364.14,1380.2,1708748100
12/12/2000,1380.2,1380.27,1370.27,1371.18,1442780400
13/12/2000,1371.18,1385.82,1358.48,1359.99,1578017200
14/12/2000,1359.99,1359.99,1340.48,1340.93,1400721600
15/12/2000,1340.93,1340.93,1305.38,1312.15,2445874900
18/12/2000,1312.15,1332.32,1312.15,1322.74,1543035800
19/12/2000,1322.96,1346.44,1305.2,1305.6,1754783700
20/12/2000,1305.6,1305.6,1261.16,1264.74,2023914600
21/12/2000,1264.74,1285.31,1254.07,1274.86,1959196500
22/12/2000,1274.86,1305.97,1274.86,1305.97,1495984100
26/12/2000,1305.97,1315.94,1301.64,1315.19,1013639100
27/12/2000,1315.19,1332.03,1310.96,1328.92,1305668700
28/12/2000,1328.92,1335.93,1325.78,1334.22,1230639800
29/12/2000,1334.22,1340.1,1317.51,1320.28,1318392300
02/01/2001,1320.28,1320.28,1276.05,1283.27,1561820700
03/01/2001,1283.27,1347.76,1274.62,1347.56,2658606400
04/01/2001,1347.56,1350.24,1329.14,1333.34,2640829700
05/01/2001,1333.34,1334.77,1294.95,1298.35,1819840100
08/01/2001,1298.35,1298.35,1276.29,1295.86,1440343900
09/01/2001,1295.86,1311.72,1295.14,1300.8,1580878500
10/01/2001,1300.8,1313.76,1287.28,1313.27,1906629100
11/01/2001,1313.27,1332.19,1310.36,1326.82,1954782900
12/01/2001,1326.82,1333.21,1311.59,1318.32,1667429800
16/01/2001,1318.32,1327.81,1313.33,1326.65,1407491500
17/01/2001,1326.65,1346.92,1325.41,1329.47,1836373600
18/01/2001,1329.89,1352.71,1327.41,1347.97,1894623400
19/01/2001,1347.97,1354.55,1336.74,1342.54,2132874400
22/01/2001,1342.54,1353.62,1333.84,1342.9,1593962300
23/01/2001,1342.9,1362.9,1339.63,1360.4,1637201200
24/01/2001,1360.4,1369.59,1357.28,1364.3,1809182900
25/01/2001,1364.3,1367.35,1354.63,1357.51,1645845200
26/01/2001,1357.51,1357.51,1342.75,1354.95,1571355000
29/01/2001,1354.92,1365.54,1350.36,1364.17,1383941700
30/01/2001,1364.17,1375.68,1356.2,1373.73,1431064900
31/01/2001,1373.73,1383.37,1364.66,1366.01,1696404200
01/02/2001,1366.01,1373.5,1359.34,1373.47,1422891100
02/02/2001,1373.47,1376.38,1348.72,1349.47,1366555800
05/02/2001,1349.47,1354.56,1344.48,1354.31,1330683200
06/02/2001,1354.31,1363.55,1350.04,1352.26,1362050200
07/02/2001,1352.26,1352.26,1334.26,1340.89,1722014300
08/02/2001,1341.1,1350.32,1332.42,1332.53,1487494100
09/02/2001,1332.53,1332.53,1309.98,1314.76,1526221000
12/02/2001,1314.76,1330.96,1313.64,1330.31,1359729800
13/02/2001,1330.31,1336.62,1317.51,1318.8,1407749800
14/02/2001,1318.8,1320.73,1304.72,1315.92,1592970400
15/02/2001,1315.92,1331.29,1315.92,1326.61,1616801100
16/02/2001,1326.61,1326.61,1293.18,1301.53,1753072000
20/02/2001,1301.53,1307.16,1278.44,1278.94,1590926100
21/02/2001,1278.94,1282.97,1253.16,1255.27,1683415200
22/02/2001,1255.27,1259.94,1228.33,1252.82,1983600700
23/02/2001,1252.82,1252.82,1215.44,1245.86,1841363400
26/02/2001,1245.86,1267.69,1241.71,1267.65,1562800500
27/02/2001,1267.65,1272.76,1252.26,1257.94,1577563700
28/02/2001,1257.94,1263.47,1229.65,1239.94,1742414600
01/03/2001,1239.94,1241.36,1214.5,1241.23,1913574400
02/03/2001,1241.23,1251.01,1219.74,1234.18,2032591000
05/03/2001,1234.18,1242.55,1234.04,1241.41,1262875900
06/03/2001,1241.41,1267.42,1241.41,1253.8,1623843500
07/03/2001,1253.8,1263.86,1253.8,1261.89,1525624900
08/03/2001,1261.89,1266.5,1257.6,1264.74,1522817700
09/03/2001,1264.74,1264.74,1228.42,1233.42,1666088000
12/03/2001,1233.42,1233.42,1176.78,1180.16,1840894200
13/03/2001,1180.16,1197.83,1171.5,1197.66,1867742800
14/03/2001,1197.66,1197.66,1155.35,1166.71,1988315900
15/03/2001,1166.71,1182.04,1166.71,1173.56,1696571800
16/03/2001,1173.56,1173.56,1148.64,1150.53,2121887180
19/03/2001,1150.53,1173.5,1147.18,1170.81,1478301100
20/03/2001,1170.81,1180.56,1142.19,1142.62,1756207600
21/03/2001,1142.62,1149.39,1118.74,1122.14,1831450700
22/03/2001,1122.14,1124.27,1081.19,1117.58,2320228100
23/03/2001,1117.58,1141.83,1117.58,1139.83,1965448200
26/03/2001,1139.83,1160.02,1139.83,1152.69,1523418900
27/03/2001,1152.69,1183.35,1150.96,1182.17,1779224800
28/03/2001,1182.17,1182.17,1147.83,1153.29,1878342300
29/03/2001,1153.29,1161.69,1136.26,1147.95,1768052000
30/03/2001,1147.95,1162.8,1143.83,1160.33,1585600800
02/04/2001,1160.33,1169.51,1137.51,1145.87,1556483100
03/04/2001,1145.87,1145.87,1100.19,1106.46,1928698600
04/04/2001,1106.46,1117.5,1091.99,1103.25,2036352400
05/04/2001,1103.25,1151.47,1103.25,1151.44,1907840000
06/04/2001,1151.44,1151.44,1119.29,1128.43,1761864300
09/04/2001,1128.43,1146.13,1126.38,1137.59,1351561700
10/04/2001,1137.59,1173.92,1137.59,1168.38,1869807900
11/04/2001,1168.38,1182.24,1160.26,1165.89,1969377300
12/04/2001,1165.89,1183.51,1157.73,1183.5,1553473700
16/04/2001,1183.5,1184.64,1167.38,1179.68,1328624200
17/04/2001,1179.68,1192.04,1169.13,1191.81,1642474000
18/04/2001,1191.81,1248.42,1191.81,1238.16,2700525800
19/04/2001,1238.16,1253.71,1233.39,1253.7,2169319300
20/04/2001,1253.7,1253.7,1234.41,1242.98,1922340200
23/04/2001,1242.98,1242.98,1217.47,1224.36,1427289900
24/04/2001,1224.36,1233.54,1208.89,1209.47,1627836100
25/04/2001,1209.47,1232.36,1207.38,1228.75,1589144400
26/04/2001,1228.75,1248.3,1228.75,1234.52,1665968500
27/04/2001,1234.52,1253.07,1234.52,1253.05,1415706300
30/04/2001,1253.05,1269.3,1243.99,1249.46,1595760300
01/05/2001,1249.46,1266.47,1243.55,1266.44,1503428500
02/05/2001,1266.44,1272.93,1257.7,1267.43,1843399900
03/05/2001,1267.43,1267.43,1239.88,1248.58,1459178300
04/05/2001,1248.58,1267.51,1232,1266.61,1480395400
07/05/2001,1266.61,1270,1259.19,1263.51,1244468400
08/05/2001,1266.71,1267.01,1253,1261.2,1378397900
09/05/2001,1261.2,1261.65,1247.83,1255.54,1380633900
10/05/2001,1255.54,1268.14,1254.56,1255.18,1285146600
11/05/2001,1255.18,1259.84,1240.79,1245.67,1070718200
14/05/2001,1245.67,1249.68,1241.02,1248.92,1015206000
15/05/2001,1248.92,1257.45,1245.36,1249.44,1349793900
16/05/2001,1249.44,1286.39,1243.02,1284.99,1709305700
17/05/2001,1284.99,1296.48,1282.65,1288.49,1652683200
18/05/2001,1288.49,1292.06,1281.15,1291.96,1426450200
21/05/2001,1291.96,1312.95,1287.87,1312.83,1699163700
22/05/2001,1312.83,1315.93,1306.89,1309.38,1666767600
23/05/2001,1309.38,1309.38,1288.7,1289.05,1447688300
24/05/2001,1289.05,1295.04,1281.22,1293.17,1363315400
25/05/2001,1293.17,1293.17,1276.42,1277.89,966795500
29/05/2001,1277.89,1278.42,1265.41,1267.93,1263831000
30/05/2001,1267.93,1267.93,1245.96,1248.08,1554092700
31/05/2001,1248.08,1261.91,1248.07,1255.82,1419552100
01/06/2001,1255.82,1265.34,1246.88,1260.67,1243272400
04/06/2001,1260.67,1267.17,1256.36,1267.11,990442900
05/06/2001,1267.11,1286.62,1267.11,1283.57,1394581400
06/06/2001,1283.57,1283.85,1269.01,1270.03,1377067500
07/06/2001,1270.03,1278.42,1265.41,1276.96,1367569100
08/06/2001,1276.96,1277.11,1259.99,1264.96,980089011
11/06/2001,1264.96,1264.96,1249.23,1254.39,1012168100
12/06/2001,1254.39,1261,1235.75,1255.85,1325140400
13/06/2001,1255.85,1259.75,1241.59,1241.6,1212047100
14/06/2001,1241.6,1241.6,1218.9,1219.87,1487616100
15/06/2001,1219.87,1221.5,1203.03,1214.36,2057512600
18/06/2001,1214.36,1221.23,1208.33,1208.43,1315136500
19/06/2001,1208.43,1226.11,1207.71,1212.58,1574334400
20/06/2001,1212.58,1225.61,1210.07,1223.14,1702104000
21/06/2001,1223.14,1240.24,1220.25,1237.04,1839902200
22/06/2001,1237.04,1237.73,1221.41,1225.35,1431556100
25/06/2001,1225.35,1231.5,1213.6,1218.6,1261477900
26/06/2001,1218.6,1220.7,1204.64,1216.76,1467692700
27/06/2001,1216.76,1219.92,1207.29,1211.07,1427660700
28/06/2001,1211.07,1234.44,1211.07,1226.2,1645956500
29/06/2001,1226.2,1237.29,1221.14,1224.42,1836544900
02/07/2001,1224.42,1239.78,1224.03,1236.71,1256210900
03/07/2001,1236.71,1236.71,1229.43,1234.45,711100300
05/07/2001,1234.45,1234.45,1219.15,1219.24,1096903000
06/07/2001,1219.24,1219.24,1188.74,1190.59,1277971500
09/07/2001,1190.59,1201.76,1189.75,1198.78,1295744800
10/07/2001,1198.78,1203.43,1179.93,1181.52,1520385100
11/07/2001,1181.52,1184.93,1168.46,1180.18,1697990900
12/07/2001,1180.18,1210.25,1180.18,1208.14,1711906400
13/07/2001,1208.14,1218.54,1203.61,1215.68,1364503600
16/07/2001,1215.68,1219.63,1200.05,1202.45,1312424700
17/07/2001,1202.45,1215.36,1196.14,1214.44,1626366600
18/07/2001,1214.44,1214.44,1198.33,1207.71,1690005800
19/07/2001,1207.71,1225.04,1205.8,1215.02,1705849100
20/07/2001,1215.02,1215.69,1207.04,1210.85,1458643400
23/07/2001,1210.85,1215.22,1190.5,1191.03,1177544500
24/07/2001,1191.03,1191.03,1165.54,1171.65,1406543100
25/07/2001,1171.65,1190.52,1171.28,1190.49,1503003900
26/07/2001,1190.49,1204.18,1182.65,1202.93,1514148200
27/07/2001,1202.93,1209.26,1195.99,1205.82,1269081500
30/07/2001,1205.82,1209.05,1200.41,1204.52,1066015500
31/07/2001,1204.52,1222.74,1204.52,1211.23,1366324200
01/08/2001,1211.23,1223.04,1211.23,1215.93,1572783500
02/08/2001,1215.93,1226.27,1215.31,1220.75,1464385300
03/08/2001,1220.75,1220.75,1205.31,1214.35,1038493200
06/08/2001,1211.9,1211.9,1197.35,1200.48,930636100
07/08/2001,1200.47,1207.56,1195.64,1204.4,1153256500
08/08/2001,1204.4,1206.79,1181.27,1183.53,1402048700
09/08/2001,1183.53,1184.71,1174.68,1183.43,1278826600
10/08/2001,1183.43,1193.33,1169.55,1190.16,1182713900
13/08/2001,1190.16,1193.82,1185.12,1191.29,988576200
14/08/2001,1191.29,1198.79,1184.26,1186.73,1072072400
15/08/2001,1186.73,1191.21,1177.61,1178.02,1256195000
16/08/2001,1178.02,1181.8,1166.08,1181.66,1278383100
17/08/2001,1181.66,1181.66,1156.07,1161.97,1189918200
20/08/2001,1161.97,1171.41,1160.94,1171.41,988361000
21/08/2001,1171.41,1179.85,1156.56,1157.26,1165501600
22/08/2001,1157.26,1168.56,1153.34,1165.31,1366994500
23/08/2001,1165.31,1169.86,1160.96,1162.09,1223394700
24/08/2001,1162.09,1185.15,1162.09,1184.93,1331122700
27/08/2001,1184.93,1186.85,1178.07,1179.21,991196900
28/08/2001,1179.21,1179.66,1161.17,1161.51,1212625200
29/08/2001,1161.51,1166.97,1147.38,1148.6,1221857600
30/08/2001,1148.6,1151.75,1124.87,1129.03,1694508200
31/08/2001,1129.03,1141.83,1126.38,1133.58,1159916800
04/09/2001,1133.58,1155.4,1129.06,1132.94,1504269300
05/09/2001,1132.94,1135.52,1114.86,1131.74,1886426500
06/09/2001,1131.74,1131.74,1105.83,1106.4,1826588800
07/09/2001,1106.4,1106.4,1082.12,1085.78,1792499900
10/09/2001,1085.78,1096.94,1073.15,1092.54,1572600600
17/09/2001,1092.54,1092.54,1037.46,1038.77,2588651800
18/09/2001,1038.77,1046.42,1029.25,1032.74,1958949900
19/09/2001,1032.74,1038.91,984.62,1016.1,2527654200
20/09/2001,1016.1,1016.1,984.49,984.54,2236441500
21/09/2001,984.54,984.54,944.75,965.8,2956016600
24/09/2001,965.8,1008.44,965.8,1003.45,2139477600
25/09/2001,1003.45,1017.14,998.33,1012.27,2040192700
26/09/2001,1012.27,1020.29,1002.62,1007.04,1789860600
27/09/2001,1007.04,1018.92,998.24,1018.61,1863657300
28/09/2001,1018.61,1040.94,1018.61,1040.94,1991536000
01/10/2001,1040.94,1040.94,1026.76,1038.55,1475753600
