,RIO LN Equity,,,,,,,GLEN LN Equity,,,,,,,AAL LN Equity,,,,,,,ANTO LN Equity,,,,,,,EVR LN Equity,,,,,,,BHP LN Equity,,,,,,
,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO
22/02/2000,888.062,896.323,846.757,847.583,4601038,1404.1713,17.7384,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,846.886,847.398,799.481,802.043,2541175,1118,11.7111,80,80,79.4,79.5,441500,20.1981,79.4442,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
23/02/2000,864.931,883.931,844.278,871.54,5286590,1404.1713,18.1033,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,828.949,848.167,823.055,843.555,1720107,1118,12.225,80.4,80.4,79.7,80,688545,20.1981,79.3455,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
24/02/2000,908.714,916.975,801.321,810.408,6380135,1404.1713,16.7789,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,841.761,841.761,829.461,830.486,1082882,1118,11.9966,80.4,80.4,80,80,775500,20.1981,79.0883,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
25/02/2000,834.365,834.365,780.668,797.19,7533780,1404.1713,16.4227,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,807.168,807.168,768.732,777.444,2344717,1118,11.1742,80,80.1,79.7,80,73760,20.1981,78.6927,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
28/02/2000,804.625,808.756,755.885,770.755,5605809,1404.1713,15.93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,776.419,776.419,745.67,752.076,831361,1118,10.8449,79.6,80.5,79.6,80.4,100010,20.1981,79.3446,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
29/02/2000,776.538,782.32,768.277,774.886,5014565,1404.1713,15.8518,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,743.107,746.951,696.983,740.288,2542642,1118,10.566,80.2,80.8,80.2,80.8,258020,20.1981,78.9252,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
01/03/2000,773.233,812.06,773.233,782.32,8978245,1404.1713,16.1001,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,755.919,758.482,743.107,752.588,5183407,1118,10.8061,80.8,81,80.8,80.9,1618535,20.1981,79.498,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
02/03/2000,793.06,867.409,776.538,862.453,5045602,1404.1713,17.6432,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,756.176,787.95,679.046,783.85,2222857,1118,11.1877,81,81,81,81,76960,20.1981,79.1206,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
03/03/2000,867.409,883.105,801.321,807.93,4301784,1404.1713,16.5498,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,787.694,787.95,771.294,775.65,2544622,1118,11.0854,81,81.2,81,81.2,978980,20.1981,79.4213,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
06/03/2000,810.408,825.278,773.233,815.365,2526922,1404.1713,16.605,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,781.544,794.356,771.55,784.875,431373,1118,11.152,81,81.2,81,81.2,1320950,20.1981,78.9596,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
07/03/2000,818.669,822.8,776.538,787.277,4080530,1404.1713,16.0584,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,776.419,785.387,771.294,775.138,887545,1118,11.0312,81.4,81.4,81.2,81.3,187880,20.1981,79.1824,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
08/03/2000,784.799,784.799,741.015,749.276,5254081,1404.1713,15.391,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,768.732,778.981,745.67,747.207,2232368,1118,10.7086,81.6,83,81.3,83,389660,20.1981,81.4077,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
09/03/2000,747.624,761.668,726.972,746.798,5912102,1404.1713,15.2859,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,735.676,761.044,734.139,748.232,1976793,1118,10.6854,83,83,83,83,164400,20.1981,81.1204,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
10/03/2000,751.755,800.495,751.755,764.146,7090300,1404.1713,15.6084,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,752.076,753.357,736.701,740.032,3055048,1118,10.5463,83,83,83,83,1653000,20.1981,80.951,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
13/03/2000,768.277,772.407,731.102,743.494,4391416,1404.1713,15.1798,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,716.202,717.739,679.046,679.046,976073,1118,9.6729,83,83,82.6,82.6,64000,20.1981,80.5252,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
14/03/2000,743.494,797.19,743.494,791.408,5194823,1404.1713,16.1376,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,695.19,723.889,688.015,721.326,1947513,1118,10.2621,82.6,82.6,81.3,81.3,83000,20.1981,79.1573,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
15/03/2000,792.234,849.235,774.886,837.669,5119001,1404.1713,17.0744,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,694.421,717.483,691.858,704.414,1155398,1118,10.0177,81.4,81.4,81,81,53145,20.1981,78.8352,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
16/03/2000,834.365,940.932,834.365,910.367,14899830,1404.1713,18.5538,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,712.358,768.732,712.358,759.507,3548359,1118,10.7998,81,81,80.8,80.8,1056900,20.1981,78.6305,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
17/03/2000,899.627,950.02,845.93,850.887,4703892,1404.1713,17.3097,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,772.575,776.419,743.62,750.794,1889309,1118,10.6562,81,81,80.7,80.7,4894000,20.1981,78.3886,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
20/03/2000,875.257,875.257,805.451,817.43,3920741,1404.1713,16.611,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,743.107,781.544,741.826,779.494,1680290,1118,11.0516,80.4,80.7,80.4,80.7,12595,20.1981,78.3038,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
21/03/2000,834.365,863.279,817.843,847.996,4297731,1404.1713,17.2585,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,775.138,802.043,775.138,800.506,938836,1118,11.3669,80.4,80.7,80.2,80.2,140365,20.1981,77.9376,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
22/03/2000,867.409,883.931,846.757,877.322,3922736,1404.1713,17.9417,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,807.168,807.168,776.419,784.619,1732676,1118,11.1951,80.4,80.4,80,80.2,3951150,20.1981,78.3144,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
23/03/2000,867.409,867.409,809.582,826.104,6645020,1404.1713,16.9841,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,778.981,789.231,766.169,777.188,568684,1118,11.1481,80,80.2,80,80,15000,20.1981,78.5345,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
24/03/2000,834.365,850.887,813.712,820.734,2814565,1404.1713,16.9077,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,773.856,786.925,767.45,786.669,619109,1118,11.3068,80,80,80,80,35010,20.1981,78.6927,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
27/03/2000,826.104,856.67,813.712,844.278,2883418,1404.1713,17.3239,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,781.544,781.544,760.019,762.582,1151004,1118,10.9172,80,80.1,79.8,80,1454000,20.1981,78.3812,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
28/03/2000,846.757,850.887,813.712,816.191,4860496,1404.1713,16.7739,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,753.869,759.763,731.32,733.114,919176,1118,10.5119,80,80.4,80,80,188400,20.1981,78.5048,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
29/03/2000,817.43,842.626,817.43,838.909,3802536,1404.1713,17.2452,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,735.42,768.219,730.295,730.295,2172352,1118,10.4741,79.6,80.4,79.6,80,35745,20.1981,78.5246,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
30/03/2000,810.408,836.017,788.103,799.256,3488117,1404.1713,16.4787,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,730.295,743.876,714.92,720.045,2794726,1118,10.3577,80.4,80.4,79.7,79.7,188750,20.1981,78.4616,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
31/03/2000,809.582,875.67,809.582,869.474,5699767,1404.1713,17.9208,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,711.077,753.357,711.077,746.438,1718186,1118,10.734,78,79.3,78,78.8,159100,20.1981,77.5513,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
03/04/2000,882.279,902.106,875.67,892.192,3587801,1404.1713,18.4595,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,736.445,743.107,724.658,740.288,1287803,1118,10.6863,78,79.3,78,78.8,269155,20.1981,77.8484,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
04/04/2000,896.323,916.149,884.344,902.106,5618521,1404.1713,18.7125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,755.919,768.732,704.671,748.232,1931923,1118,10.8287,79,79,78.5,78.5,140250,20.1981,77.751,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
05/04/2000,845.517,914.497,845.517,907.062,1158251,1404.1713,18.6086,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,722.608,730.295,717.739,730.295,301723,1118,10.453,78,78.5,78,78.5,2007560,20.1981,76.8969,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
06/04/2000,900.453,903.758,857.496,865.344,5085776,1404.1713,17.6934,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,737.982,768.732,737.982,764.888,1714065,1118,10.9115,78,79,77.9,78.4,769500,20.1981,76.5421,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
07/04/2000,859.148,939.28,841.8,908.301,3996096,1404.1713,18.5858,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,753.357,766.169,736.701,765.4,805958,1118,10.9272,79,79.2,78.4,79,651250,20.1981,77.1865,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
10/04/2000,908.301,908.714,847.17,862.04,2997701,1404.1713,17.6738,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,762.325,762.325,745.67,757.713,1814278,1118,10.8386,79,79.5,79,79.5,41750,20.1981,77.8274,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
11/04/2000,860.8,890.54,856.67,862.866,3199331,1404.1713,17.7242,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,743.107,745.67,729.014,729.014,1410944,1118,10.4478,79,80,79,80,108800,20.1981,78.4652,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
12/04/2000,857.496,867.409,813.712,825.691,5152458,1404.1713,16.9596,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,740.545,740.545,640.61,716.458,1932178,1118,10.2673,80,81,80,80.7,46540,20.1981,79.1468,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
13/04/2000,823.626,834.365,788.929,801.734,4437464,1404.1713,16.4716,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,698.521,704.414,685.452,688.015,3379856,1118,9.8621,80.4,81.4,80.4,81.4,700250,20.1981,79.8535,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
14/04/2000,805.038,821.147,786.451,811.234,5893828,1404.1713,16.6532,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,688.271,688.271,634.203,644.709,2107436,1118,9.2338,81.4,81.4,81.4,81.4,3806135,20.1981,79.788,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
17/04/2000,785.625,790.582,754.646,763.733,3616715,1404.1713,15.6692,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,627.797,627.797,512.488,588.08,1608825,1118,8.418,81.4,81.9,81.4,81.9,1435000,20.1981,80.2326,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
18/04/2000,780.255,783.147,754.233,755.885,4632163,1404.1713,15.4485,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,609.86,627.797,589.361,624.722,1520585,1118,8.9081,81.4,81.9,81.4,81.7,2649920,20.1981,79.7286,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
19/04/2000,760.016,776.538,747.624,772.82,5571067,1404.1713,15.8026,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,631.641,631.641,609.86,620.879,4575407,1118,8.8577,81.4,81.7,81.4,81.7,1757005,20.1981,79.769,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
20/04/2000,780.668,801.321,764.972,790.168,8967601,1404.1713,16.1542,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,614.985,644.453,614.985,634.203,6016869,1118,9.0461,81.4,81.7,81.4,81.7,1874910,20.1981,79.7538,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
21/04/2000,780.668,801.321,764.972,790.168,8967601,1404.1713,16.1542,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,614.985,644.453,614.985,634.203,6016869,1118,9.0461,81.4,81.7,81.4,81.7,1874910,20.1981,79.7538,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
24/04/2000,780.668,801.321,764.972,790.168,8967601,1404.1713,16.1542,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,614.985,644.453,614.985,634.203,6016869,1118,9.0461,81.4,81.7,81.4,81.7,1874910,20.1981,79.7538,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
25/04/2000,793.06,815.365,772.407,802.56,3458804,1404.1713,16.419,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,627.797,653.422,623.954,648.553,6320976,1118,9.2572,81.4,81.7,81,81,50000,20.1981,79.1256,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
26/04/2000,824.452,836.017,805.451,812.886,3539976,1404.1713,16.6103,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,650.859,709.283,643.172,653.678,1831015,1118,9.3192,81.4,81.4,81,81,50000,20.1981,79.0305,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
27/04/2000,809.582,812.06,799.669,807.517,4313578,1404.1713,16.4744,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,666.234,685.196,666.234,673.153,17826642,1118,9.5816,81.4,81.4,80,80,1487040,20.1981,77.9311,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
28/04/2000,811.234,834.365,806.278,821.973,5592810,1404.1713,16.5587,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,679.046,695.702,670.334,692.371,1285484,1118,9.7313,80,80,79.8,79.8,50000,20.1981,76.7596,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
01/05/2000,811.234,834.365,806.278,821.973,5592810,1404.1713,16.5587,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,679.046,695.702,670.334,692.371,1285484,1118,9.7313,80,80,79.8,79.8,50000,20.1981,76.7596,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
02/05/2000,848.822,882.279,846.757,876.909,5575332,1404.1713,17.7005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,707.233,732.857,707.233,724.914,2200267,1118,10.209,80,80,79.5,79.5,123020,20.1981,76.6234,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
03/05/2000,875.67,901.279,875.67,884.344,6789669,1404.1713,17.8289,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,717.483,755.919,717.483,749.769,4554510,1118,10.5462,80,80,79,79,101500,20.1981,76.0487,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2489,#N/A N/A
