,GBPUSD BGN Curncy,,,
,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
19/11/2008,1.4959,1.5249,1.4903,1.4952
20/11/2008,1.4952,1.4994,1.4713,1.4727
21/11/2008,1.4727,1.506,1.4715,1.4925
24/11/2008,1.4895,1.5187,1.4842,1.5183
25/11/2008,1.5182,1.5534,1.4984,1.5472
26/11/2008,1.5473,1.5485,1.5176,1.5326
27/11/2008,1.5326,1.5513,1.5312,1.5406
28/11/2008,1.5406,1.5449,1.5259,1.5377
01/12/2008,1.538,1.5397,1.4807,1.4884
02/12/2008,1.4886,1.5069,1.4776,1.492
03/12/2008,1.4917,1.4933,1.4666,1.4784
04/12/2008,1.4783,1.4815,1.4471,1.468
05/12/2008,1.468,1.4773,1.4526,1.4685
08/12/2008,1.474,1.5047,1.4686,1.4915
09/12/2008,1.4915,1.4915,1.4679,1.475
10/12/2008,1.4751,1.4881,1.4736,1.4785
11/12/2008,1.4786,1.5082,1.4774,1.5036
12/12/2008,1.5035,1.5118,1.4816,1.4944
15/12/2008,1.4943,1.5379,1.4921,1.5306
16/12/2008,1.5306,1.5648,1.5204,1.5581
17/12/2008,1.558,1.5724,1.5246,1.5536
18/12/2008,1.5536,1.5616,1.4897,1.5015
19/12/2008,1.5015,1.5187,1.4813,1.492
22/12/2008,1.4943,1.4991,1.4689,1.4825
23/12/2008,1.4823,1.4897,1.4673,1.4724
24/12/2008,1.4725,1.4807,1.4659,1.4731
25/12/2008,1.4731,1.4776,1.4649,1.474
26/12/2008,1.474,1.4796,1.4577,1.458
29/12/2008,1.4633,1.477,1.4382,1.4392
30/12/2008,1.4392,1.4552,1.4392,1.4409
31/12/2008,1.4409,1.4699,1.4354,1.4593
01/01/2009,1.453,1.4678,1.452,1.4678
02/01/2009,1.4678,1.483,1.4378,1.4548
05/01/2009,1.4518,1.4739,1.4431,1.47
06/01/2009,1.47,1.4993,1.4504,1.4917
07/01/2009,1.4917,1.5282,1.4805,1.5095
08/01/2009,1.5096,1.5373,1.4983,1.5216
09/01/2009,1.5216,1.5348,1.5117,1.5164
12/01/2009,1.514,1.5154,1.4809,1.4822
13/01/2009,1.4822,1.4829,1.447,1.4501
14/01/2009,1.4501,1.4708,1.4488,1.4612
15/01/2009,1.4612,1.4684,1.4476,1.4632
16/01/2009,1.4631,1.4981,1.4622,1.4733
19/01/2009,1.4793,1.4909,1.4418,1.442
20/01/2009,1.442,1.4443,1.3863,1.3928
21/01/2009,1.3928,1.4026,1.3622,1.3955
22/01/2009,1.3955,1.4025,1.369,1.3877
23/01/2009,1.3877,1.3902,1.3503,1.3804
26/01/2009,1.3716,1.3996,1.3548,1.3993
27/01/2009,1.3993,1.4242,1.3929,1.4129
28/01/2009,1.4129,1.4375,1.4126,1.4247
29/01/2009,1.4247,1.4412,1.4073,1.4301
30/01/2009,1.4301,1.4544,1.4188,1.454
02/02/2009,1.4537,1.4537,1.4052,1.4264
03/02/2009,1.4264,1.4485,1.4154,1.4458
04/02/2009,1.4458,1.4578,1.4324,1.4468
05/02/2009,1.4468,1.4703,1.4367,1.461
06/02/2009,1.4611,1.4844,1.459,1.4787
09/02/2009,1.4798,1.4986,1.4703,1.4898
10/02/2009,1.4894,1.4915,1.4458,1.4542
11/02/2009,1.4542,1.4566,1.4317,1.4397
12/02/2009,1.4397,1.4415,1.4137,1.4269
13/02/2009,1.4269,1.4605,1.4253,1.4355
16/02/2009,1.4471,1.4471,1.4152,1.4298
17/02/2009,1.4298,1.4312,1.4125,1.4238
18/02/2009,1.424,1.4299,1.4094,1.4211
19/02/2009,1.4211,1.4447,1.4206,1.4294
20/02/2009,1.4293,1.4484,1.4153,1.4433
23/02/2009,1.4436,1.4662,1.4365,1.4487
24/02/2009,1.4488,1.4578,1.4375,1.4481
25/02/2009,1.4481,1.4607,1.4175,1.4201
26/02/2009,1.4203,1.4384,1.4161,1.4317
27/02/2009,1.4316,1.4365,1.4112,1.4318
02/03/2009,1.4308,1.4346,1.3958,1.4055
03/03/2009,1.4055,1.4157,1.3985,1.405
04/03/2009,1.405,1.4199,1.3986,1.4194
05/03/2009,1.4194,1.4233,1.4038,1.4118
06/03/2009,1.4118,1.4305,1.4041,1.4094
09/03/2009,1.4089,1.4183,1.3743,1.3776
10/03/2009,1.3776,1.3905,1.369,1.3753
11/03/2009,1.3752,1.3889,1.3657,1.3874
12/03/2009,1.3874,1.3984,1.3703,1.3939
13/03/2009,1.3939,1.407,1.3864,1.4002
16/03/2009,1.3997,1.4229,1.3893,1.4064
17/03/2009,1.4064,1.4138,1.3966,1.4037
18/03/2009,1.4037,1.4298,1.3845,1.4275
19/03/2009,1.4275,1.4596,1.4162,1.4506
20/03/2009,1.4506,1.4589,1.4395,1.4465
23/03/2009,1.4456,1.4648,1.4422,1.4572
24/03/2009,1.4572,1.4778,1.4548,1.4681
25/03/2009,1.4681,1.4721,1.4516,1.4552
26/03/2009,1.4552,1.4638,1.4424,1.4453
27/03/2009,1.4453,1.4494,1.4269,1.432
30/03/2009,1.4306,1.4306,1.4111,1.4266
31/03/2009,1.4266,1.4374,1.4241,1.4323
01/04/2009,1.4323,1.4469,1.4273,1.4468
02/04/2009,1.4468,1.4749,1.445,1.4725
03/04/2009,1.4724,1.4846,1.4649,1.4836
06/04/2009,1.4823,1.4959,1.4671,1.477
07/04/2009,1.477,1.4777,1.4584,1.4731
08/04/2009,1.4731,1.4748,1.4636,1.4716
09/04/2009,1.4716,1.4779,1.4587,1.468
10/04/2009,1.4678,1.4686,1.46,1.4673
13/04/2009,1.4632,1.4869,1.4604,1.4854
14/04/2009,1.4854,1.4944,1.4826,1.4895
15/04/2009,1.4895,1.5036,1.4823,1.4997
16/04/2009,1.4997,1.5068,1.4841,1.4925
17/04/2009,1.4925,1.4942,1.4757,1.4797
20/04/2009,1.4807,1.4817,1.4501,1.4539
21/04/2009,1.4539,1.4708,1.4469,1.4673
22/04/2009,1.4673,1.4686,1.4398,1.4492
23/04/2009,1.4492,1.4743,1.4443,1.4722
24/04/2009,1.4722,1.4773,1.4577,1.4678
27/04/2009,1.4683,1.4694,1.4516,1.4645
28/04/2009,1.4645,1.4691,1.4518,1.4633
29/04/2009,1.4633,1.4813,1.461,1.4772
30/04/2009,1.4772,1.4947,1.4704,1.479
01/05/2009,1.479,1.4934,1.4754,1.4921
04/05/2009,1.4914,1.5022,1.4836,1.5018
05/05/2009,1.5018,1.5162,1.4983,1.509
06/05/2009,1.509,1.5151,1.4992,1.5136
07/05/2009,1.5136,1.5197,1.4944,1.5018
08/05/2009,1.5018,1.5248,1.4968,1.5234
11/05/2009,1.5261,1.5261,1.507,1.5117
12/05/2009,1.5117,1.5352,1.5075,1.5271
13/05/2009,1.5271,1.5332,1.5088,1.5157
14/05/2009,1.5157,1.5247,1.5061,1.5238
15/05/2009,1.5238,1.5288,1.5134,1.518
18/05/2009,1.5169,1.5349,1.5117,1.5348
19/05/2009,1.5347,1.5523,1.5296,1.5477
20/05/2009,1.5477,1.5794,1.545,1.5755
21/05/2009,1.5755,1.5891,1.5517,1.5844
22/05/2009,1.5843,1.5944,1.5757,1.5934
25/05/2009,1.5926,1.594,1.5836,1.5908
26/05/2009,1.5908,1.5969,1.5779,1.5926
27/05/2009,1.5926,1.6085,1.5924,1.5955
28/05/2009,1.5956,1.6014,1.5855,1.5945
29/05/2009,1.5945,1.6198,1.5918,1.619
01/06/2009,1.6231,1.6497,1.6163,1.6443
02/06/2009,1.6444,1.6597,1.6326,1.658
03/06/2009,1.658,1.6662,1.6243,1.6317
04/06/2009,1.6317,1.6435,1.609,1.6175
05/06/2009,1.6175,1.6242,1.5941,1.5981
08/06/2009,1.5962,1.6103,1.5803,1.6051
09/06/2009,1.6051,1.6361,1.5987,1.6305
10/06/2009,1.6305,1.6473,1.6242,1.6359
11/06/2009,1.6359,1.6622,1.6341,1.6591
12/06/2009,1.6591,1.6599,1.6333,1.6443
15/06/2009,1.6446,1.6454,1.6243,1.632
16/06/2009,1.632,1.6506,1.6215,1.6411
17/06/2009,1.6411,1.6481,1.6222,1.6401
18/06/2009,1.6401,1.6469,1.6189,1.6332
19/06/2009,1.6332,1.6561,1.6304,1.6494
22/06/2009,1.6499,1.6519,1.6321,1.6348
23/06/2009,1.6348,1.6473,1.621,1.6455
24/06/2009,1.6455,1.6602,1.6369,1.6407
25/06/2009,1.6407,1.6468,1.6234,1.6368
26/06/2009,1.6368,1.656,1.6367,1.6525
29/06/2009,1.6527,1.6586,1.6429,1.6567
30/06/2009,1.6567,1.6743,1.6424,1.6458
01/07/2009,1.6458,1.6545,1.6385,1.6478
02/07/2009,1.6478,1.65,1.6324,1.6394
03/07/2009,1.6394,1.6428,1.6303,1.6333
06/07/2009,1.632,1.6346,1.6096,1.6286
07/07/2009,1.6286,1.6296,1.6118,1.6139
08/07/2009,1.6139,1.6139,1.5985,1.6072
09/07/2009,1.6072,1.638,1.6029,1.6335
10/07/2009,1.6335,1.6349,1.6156,1.6211
13/07/2009,1.6211,1.6239,1.6034,1.6227
14/07/2009,1.6227,1.6345,1.6222,1.6309
15/07/2009,1.6309,1.6467,1.6302,1.6424
16/07/2009,1.6424,1.6478,1.6356,1.6438
17/07/2009,1.6438,1.6447,1.6266,1.6336
20/07/2009,1.6323,1.6558,1.632,1.6548
21/07/2009,1.6548,1.6554,1.6384,1.6459
22/07/2009,1.6459,1.6504,1.6311,1.6493
23/07/2009,1.6491,1.6586,1.6434,1.6479
24/07/2009,1.6479,1.6542,1.6391,1.6426
27/07/2009,1.6474,1.6523,1.6383,1.6488
28/07/2009,1.6488,1.6556,1.6391,1.6429
29/07/2009,1.6429,1.6468,1.6347,1.6379
30/07/2009,1.6379,1.6526,1.634,1.6493
31/07/2009,1.6493,1.6732,1.6474,1.6713
03/08/2009,1.6719,1.6987,1.6697,1.6928
04/08/2009,1.6928,1.7004,1.6891,1.6939
05/08/2009,1.6939,1.7043,1.6902,1.6989
06/08/2009,1.6989,1.703,1.6752,1.6783
07/08/2009,1.6783,1.6831,1.6653,1.6684
10/08/2009,1.668,1.6719,1.6432,1.6481
11/08/2009,1.6481,1.6524,1.6432,1.6478
12/08/2009,1.6478,1.656,1.6392,1.6482
13/08/2009,1.6482,1.6665,1.6477,1.6583
14/08/2009,1.6583,1.6608,1.6485,1.6543
17/08/2009,1.6537,1.6537,1.6276,1.6348
18/08/2009,1.6348,1.6587,1.6326,1.6561
19/08/2009,1.656,1.6593,1.6376,1.6529
20/08/2009,1.6529,1.66,1.6452,1.6507
21/08/2009,1.6507,1.6623,1.6419,1.6508
24/08/2009,1.6494,1.6546,1.6392,1.6417
25/08/2009,1.6417,1.6444,1.6331,1.6349
26/08/2009,1.6349,1.6354,1.616,1.6249
27/08/2009,1.6249,1.6305,1.6154,1.6284
28/08/2009,1.6284,1.6381,1.6258,1.627
31/08/2009,1.6274,1.633,1.6184,1.6288
01/09/2009,1.6288,1.6376,1.6114,1.616
02/09/2009,1.616,1.63,1.6115,1.6273
03/09/2009,1.6273,1.6413,1.6237,1.6319
04/09/2009,1.6319,1.6411,1.6287,1.6392
07/09/2009,1.6389,1.6443,1.6327,1.6349
08/09/2009,1.6349,1.6587,1.6323,1.649
09/09/2009,1.6489,1.6592,1.6456,1.6548
10/09/2009,1.6548,1.6687,1.6481,1.6651
11/09/2009,1.6651,1.6742,1.6644,1.6657
14/09/2009,1.6681,1.6689,1.6522,1.6583
15/09/2009,1.6584,1.6658,1.6403,1.6489
16/09/2009,1.6489,1.6534,1.6433,1.6493
17/09/2009,1.6493,1.6568,1.6427,1.6453
18/09/2009,1.6453,1.6455,1.6231,1.6271
21/09/2009,1.6268,1.6268,1.6135,1.6217
22/09/2009,1.6217,1.6395,1.6203,1.6359
23/09/2009,1.6359,1.6468,1.633,1.6341
24/09/2009,1.6341,1.6387,1.6023,1.6059
25/09/2009,1.6059,1.6067,1.5918,1.5951
28/09/2009,1.5964,1.5987,1.5771,1.5882
29/09/2009,1.5882,1.5989,1.5826,1.5961
30/09/2009,1.5962,1.6126,1.5946,1.5982
01/10/2009,1.5982,1.6024,1.5925,1.5955
02/10/2009,1.5955,1.5958,1.5805,1.5946
05/10/2009,1.595,1.6024,1.5903,1.5935
06/10/2009,1.5935,1.6048,1.5877,1.5922
07/10/2009,1.5922,1.5972,1.5859,1.5969
08/10/2009,1.5969,1.612,1.595,1.6072
09/10/2009,1.6072,1.6077,1.5826,1.5844
12/10/2009,1.5845,1.5883,1.5729,1.5799
13/10/2009,1.58,1.5929,1.5708,1.5925
14/10/2009,1.5925,1.6025,1.5903,1.598
15/10/2009,1.598,1.6299,1.5973,1.6268
16/10/2009,1.6269,1.64,1.6252,1.6356
19/10/2009,1.6351,1.6424,1.6241,1.6421
20/10/2009,1.6421,1.6489,1.6329,1.6382
21/10/2009,1.6382,1.6637,1.6347,1.6608
22/10/2009,1.6608,1.6637,1.6488,1.6624
23/10/2009,1.6624,1.6693,1.63,1.6306
26/10/2009,1.6297,1.6396,1.6252,1.6336
27/10/2009,1.6336,1.6439,1.6286,1.6367
28/10/2009,1.6367,1.6467,1.6286,1.6373
29/10/2009,1.6373,1.6604,1.6339,1.6548
30/10/2009,1.6548,1.6579,1.641,1.6453
02/11/2009,1.6438,1.6478,1.633,1.6408
03/11/2009,1.6408,1.6455,1.6263,1.6436
04/11/2009,1.6436,1.6598,1.6402,1.6554
05/11/2009,1.6554,1.6636,1.6467,1.6583
06/11/2009,1.6583,1.6636,1.6519,1.6612
09/11/2009,1.6647,1.6843,1.6617,1.6759
10/11/2009,1.6759,1.6788,1.6602,1.6744
11/11/2009,1.6744,1.6797,1.6536,1.6574
12/11/2009,1.6574,1.6626,1.6516,1.6577
13/11/2009,1.6577,1.6707,1.6572,1.6676
16/11/2009,1.6685,1.6878,1.667,1.6818
17/11/2009,1.6818,1.6873,1.6756,1.6812
18/11/2009,1.6812,1.6846,1.6715,1.6749
19/11/2009,1.6749,1.675,1.6607,1.6667
20/11/2009,1.6667,1.6676,1.6461,1.6503
23/11/2009,1.6509,1.6648,1.6473,1.6605
24/11/2009,1.6605,1.6619,1.6498,1.6587
25/11/2009,1.6587,1.6746,1.6576,1.6705
26/11/2009,1.6705,1.6726,1.6468,1.6532
27/11/2009,1.6532,1.6534,1.6273,1.6501
30/11/2009,1.6549,1.6593,1.6381,1.644
01/12/2009,1.644,1.6647,1.6393,1.6611
02/12/2009,1.661,1.6696,1.6551,1.6629
03/12/2009,1.6629,1.6722,1.6532,1.654
04/12/2009,1.654,1.6672,1.6423,1.6474
07/12/2009,1.6449,1.6516,1.6314,1.6447
08/12/2009,1.6447,1.6477,1.6256,1.6287
09/12/2009,1.6287,1.6375,1.6168,1.6261
10/12/2009,1.6261,1.6347,1.6216,1.6279
11/12/2009,1.6279,1.6338,1.6197,1.6262
14/12/2009,1.6247,1.6325,1.619,1.6311
15/12/2009,1.6311,1.6319,1.6206,1.6267
16/12/2009,1.6267,1.6411,1.6232,1.6334
17/12/2009,1.6334,1.6341,1.608,1.6154
18/12/2009,1.6154,1.6248,1.6053,1.6161
21/12/2009,1.6155,1.6165,1.6031,1.6036
22/12/2009,1.6036,1.61,1.5922,1.5965
23/12/2009,1.5965,1.5994,1.5925,1.5957
24/12/2009,1.5957,1.6023,1.5929,1.5965
25/12/2009,1.5966,1.6023,1.5925,1.5966
28/12/2009,1.5966,1.6016,1.5933,1.6001
29/12/2009,1.6001,1.6068,1.5868,1.5904
30/12/2009,1.5904,1.6095,1.5833,1.6078
31/12/2009,1.6078,1.6236,1.6049,1.617
01/01/2010,1.6173,1.6184,1.6097,1.6151
04/01/2010,1.6155,1.6241,1.6059,1.6085
05/01/2010,1.6085,1.6154,1.5966,1.5992
06/01/2010,1.5992,1.6064,1.5939,1.6019
07/01/2010,1.6019,1.6058,1.5897,1.5933
08/01/2010,1.5933,1.611,1.5916,1.6023
11/01/2010,1.6039,1.6194,1.6038,1.6115
12/01/2010,1.6115,1.6194,1.6063,1.6164
13/01/2010,1.6164,1.6306,1.6137,1.628
14/01/2010,1.628,1.6347,1.625,1.6335
15/01/2010,1.6335,1.6355,1.6211,1.6264
18/01/2010,1.6251,1.6379,1.6237,1.6343
19/01/2010,1.6343,1.6458,1.6312,1.6362
20/01/2010,1.6362,1.6372,1.6244,1.6292
21/01/2010,1.6292,1.6312,1.6126,1.6195
22/01/2010,1.6195,1.6284,1.6078,1.6113
25/01/2010,1.6114,1.6261,1.609,1.6245
26/01/2010,1.6244,1.6269,1.6094,1.6143
27/01/2010,1.6143,1.6244,1.6108,1.6169
28/01/2010,1.6169,1.6276,1.6113,1.6137
29/01/2010,1.6137,1.6179,1.598,1.5986
01/02/2010,1.5951,1.5979,1.5851,1.5958
02/02/2010,1.5958,1.5995,1.5904,1.5973
03/02/2010,1.5973,1.6069,1.5877,1.5892
04/02/2010,1.5892,1.5919,1.5731,1.5754
05/02/2010,1.5754,1.5776,1.5559,1.5641
08/02/2010,1.565,1.566,1.5536,1.5586
09/02/2010,1.5586,1.5748,1.5562,1.5719
10/02/2010,1.5719,1.5765,1.5572,1.5595
11/02/2010,1.5595,1.5717,1.556,1.5705
12/02/2010,1.5705,1.5741,1.5582,1.5701
15/02/2010,1.5683,1.5721,1.5613,1.566
16/02/2010,1.566,1.5795,1.5628,1.5792
17/02/2010,1.5792,1.5816,1.5667,1.5672
18/02/2010,1.5672,1.5688,1.5501,1.5529
19/02/2010,1.5529,1.5542,1.5357,1.5473
22/02/2010,1.5487,1.5521,1.5431,1.5481
23/02/2010,1.5481,1.5575,1.5394,1.5426
24/02/2010,1.5426,1.5477,1.5387,1.5408
25/02/2010,1.5408,1.5422,1.5189,1.5265
26/02/2010,1.5265,1.5317,1.5153,1.5238
01/03/2010,1.5201,1.5209,1.4784,1.4991
02/03/2010,1.4991,1.5,1.4855,1.4971
03/03/2010,1.4971,1.5131,1.4959,1.51
04/03/2010,1.51,1.5136,1.5007,1.5032
05/03/2010,1.5032,1.5167,1.4994,1.5137
08/03/2010,1.5135,1.5196,1.5031,1.5066
09/03/2010,1.5066,1.5069,1.4937,1.4997
10/03/2010,1.4997,1.5017,1.4873,1.4978
11/03/2010,1.4978,1.5067,1.4947,1.5062
12/03/2010,1.5062,1.5218,1.5027,1.5204
15/03/2010,1.52,1.5207,1.5021,1.5057
16/03/2010,1.5057,1.5259,1.4979,1.5243
17/03/2010,1.5243,1.5382,1.5209,1.5326
18/03/2010,1.5326,1.5328,1.5217,1.5244
19/03/2010,1.5245,1.5257,1.4989,1.5013
22/03/2010,1.5033,1.5107,1.4932,1.51
23/03/2010,1.51,1.5113,1.4973,1.5048
24/03/2010,1.5048,1.5049,1.4864,1.4868
25/03/2010,1.4864,1.4997,1.4799,1.4813
26/03/2010,1.4812,1.4924,1.4805,1.4898
29/03/2010,1.4922,1.5019,1.4892,1.4988
30/03/2010,1.4988,1.5127,1.4975,1.5069
31/03/2010,1.5069,1.5204,1.5044,1.5184
01/04/2010,1.5184,1.5299,1.5173,1.5292
02/04/2010,1.5292,1.5297,1.5183,1.5209
05/04/2010,1.5284,1.5319,1.5224,1.5296
06/04/2010,1.5296,1.5307,1.513,1.5267
07/04/2010,1.5267,1.5286,1.514,1.5241
08/04/2010,1.5241,1.5281,1.5143,1.528
09/04/2010,1.528,1.5392,1.5268,1.537
12/04/2010,1.5377,1.5486,1.5353,1.5368
13/04/2010,1.5368,1.5449,1.5337,1.5381
14/04/2010,1.5381,1.5491,1.5372,1.5466
15/04/2010,1.5466,1.5524,1.5387,1.5496
16/04/2010,1.5495,1.5507,1.5361,1.5363
19/04/2010,1.5378,1.5383,1.5192,1.5338
20/04/2010,1.5338,1.5433,1.529,1.5359
21/04/2010,1.5359,1.544,1.5333,1.5411
22/04/2010,1.5411,1.5473,1.5343,1.5378
23/04/2010,1.5378,1.5398,1.5296,1.5377
