F3METL Index,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,INDX_GENERAL_EARN
#NAME?,3875.6,4140.4,3755.3,4038.1,#N/A N/A,#N/A N/A,#N/A N/A
05/01/2000,4038.1,4308.9,3947.8,4188.6,#N/A N/A,#N/A N/A,#N/A N/A
06/01/2000,4188.6,4308.9,3971.9,4092.3,#N/A N/A,#N/A N/A,#N/A N/A
07/01/2000,4092.3,4212.6,3953.9,4194.6,#N/A N/A,#N/A N/A,#N/A N/A
10/01/2000,4194.6,4212.6,3899.7,3917.7,#N/A N/A,#N/A N/A,#N/A N/A
11/01/2000,3917.7,3923.8,3550.6,3616.8,#N/A N/A,#N/A N/A,#N/A N/A
12/01/2000,3616.8,3923.8,3574.7,3905.7,#N/A N/A,#N/A N/A,#N/A N/A
13/01/2000,3905.7,3917.7,3586.8,3622.9,#N/A N/A,#N/A N/A,#N/A N/A
14/01/2000,3622.9,3689.1,3370.1,3586.8,#N/A N/A,#N/A N/A,#N/A N/A
17/01/2000,3586.8,3622.9,3454.4,3460.4,#N/A N/A,#N/A N/A,#N/A N/A
18/01/2000,3460.4,3502.5,3322,3352,#N/A N/A,#N/A N/A,#N/A N/A
19/01/2000,3352,3580.7,3352,3472.4,#N/A N/A,#N/A N/A,#N/A N/A
20/01/2000,3472.4,3502.5,3057.2,3237.7,#N/A N/A,#N/A N/A,#N/A N/A
21/01/2000,3237.7,3261.8,3189.6,3207.6,#N/A N/A,#N/A N/A,#N/A N/A
24/01/2000,3207.6,3273.8,3093.3,3117.3,#N/A N/A,#N/A N/A,#N/A N/A
25/01/2000,3117.3,3117.3,2888.7,2930.8,#N/A N/A,#N/A N/A,#N/A N/A
26/01/2000,2930.8,3081.2,2930.8,3015,#N/A N/A,#N/A N/A,#N/A N/A
27/01/2000,3015,3129.4,3015,3063.2,#N/A N/A,#N/A N/A,#N/A N/A
28/01/2000,3063.2,3129.4,2978.9,3021.1,#N/A N/A,#N/A N/A,#N/A N/A
31/01/2000,3021.1,3081.2,2912.7,2966.9,#N/A N/A,#N/A N/A,#N/A N/A
01/02/2000,2966.9,2966.9,2780.3,2864.6,#N/A N/A,#N/A N/A,#N/A N/A
02/02/2000,2864.6,2888.7,2840.5,2864.6,#N/A N/A,#N/A N/A,#N/A N/A
03/02/2000,2864.6,2954.9,2864.6,2954.9,#N/A N/A,#N/A N/A,#N/A N/A
04/02/2000,2954.9,2978.9,2804.4,2822.5,#N/A N/A,#N/A N/A,#N/A N/A
07/02/2000,2822.5,2840.5,2563.7,2563.7,#N/A N/A,#N/A N/A,#N/A N/A
08/02/2000,2563.7,2672,2539.6,2611.8,#N/A N/A,#N/A N/A,#N/A N/A
09/02/2000,2611.8,2696.1,2587.8,2605.8,#N/A N/A,#N/A N/A,#N/A N/A
10/02/2000,2605.8,2696.1,2539.6,2678,#N/A N/A,#N/A N/A,#N/A N/A
11/02/2000,2678,2690.1,2563.7,2678,#N/A N/A,#N/A N/A,#N/A N/A
14/02/2000,2678,2684,2503.5,2527.6,#N/A N/A,#N/A N/A,#N/A N/A
15/02/2000,2527.6,2744.2,2527.6,2629.9,#N/A N/A,#N/A N/A,#N/A N/A
16/02/2000,2629.9,2834.5,2611.8,2696.1,#N/A N/A,#N/A N/A,#N/A N/A
17/02/2000,2696.1,2948.8,2641.9,2846.5,#N/A N/A,#N/A N/A,#N/A N/A
18/02/2000,2846.5,3009,2822.5,2852.6,#N/A N/A,#N/A N/A,#N/A N/A
21/02/2000,2852.6,2852.6,2702.1,2720.2,#N/A N/A,#N/A N/A,#N/A N/A
22/02/2000,2720.2,2792.4,2563.7,2581.7,#N/A N/A,#N/A N/A,#N/A N/A
23/02/2000,2581.7,2744.2,2581.7,2702.1,#N/A N/A,#N/A N/A,#N/A N/A
24/02/2000,2702.1,2768.3,2623.9,2623.9,#N/A N/A,#N/A N/A,#N/A N/A
25/02/2000,2623.9,2696.1,2551.6,2575.7,#N/A N/A,#N/A N/A,#N/A N/A
28/02/2000,2575.7,2672,2551.6,2581.7,#N/A N/A,#N/A N/A,#N/A N/A
29/02/2000,2581.7,2605.8,2527.6,2527.6,#N/A N/A,#N/A N/A,#N/A N/A
01/03/2000,2527.6,2635.9,2371.1,2377.1,#N/A N/A,#N/A N/A,#N/A N/A
02/03/2000,2377.1,2455.4,2292.9,2341,#N/A N/A,#N/A N/A,#N/A N/A
03/03/2000,2341,2551.6,2335,2527.6,#N/A N/A,#N/A N/A,#N/A N/A
06/03/2000,2527.6,2599.8,2479.4,2545.6,#N/A N/A,#N/A N/A,#N/A N/A
07/03/2000,2545.6,2545.6,2455.4,2485.5,#N/A N/A,#N/A N/A,#N/A N/A
08/03/2000,2485.5,2485.5,2389.2,2407.2,#N/A N/A,#N/A N/A,#N/A N/A
09/03/2000,2407.2,2551.6,2407.2,2545.6,#N/A N/A,#N/A N/A,#N/A N/A
10/03/2000,2545.6,2569.7,2425.3,2515.5,#N/A N/A,#N/A N/A,#N/A N/A
13/03/2000,2515.5,2545.6,2455.4,2491.5,#N/A N/A,#N/A N/A,#N/A N/A
14/03/2000,2491.5,2563.7,2467.4,2557.7,#N/A N/A,#N/A N/A,#N/A N/A
15/03/2000,2557.7,2623.9,2515.5,2587.8,#N/A N/A,#N/A N/A,#N/A N/A
16/03/2000,2587.8,2888.7,2587.8,2870.6,#N/A N/A,#N/A N/A,#N/A N/A
17/03/2000,2870.6,2888.7,2623.9,2629.9,#N/A N/A,#N/A N/A,#N/A N/A
20/03/2000,2629.9,2660,2599.8,2617.8,#N/A N/A,#N/A N/A,#N/A N/A
21/03/2000,2617.8,2756.3,2617.8,2720.2,#N/A N/A,#N/A N/A,#N/A N/A
22/03/2000,2720.2,2720.2,2599.8,2635.9,#N/A N/A,#N/A N/A,#N/A N/A
23/03/2000,2635.9,2635.9,2515.5,2527.6,#N/A N/A,#N/A N/A,#N/A N/A
24/03/2000,2527.6,2635.9,2407.2,2533.6,#N/A N/A,#N/A N/A,#N/A N/A
27/03/2000,2533.6,2623.9,2509.5,2593.8,#N/A N/A,#N/A N/A,#N/A N/A
28/03/2000,2593.8,2623.9,2497.5,2503.5,#N/A N/A,#N/A N/A,#N/A N/A
29/03/2000,2503.5,2545.6,2407.2,2455.4,#N/A N/A,#N/A N/A,#N/A N/A
30/03/2000,2455.4,2527.6,2425.3,2515.5,#N/A N/A,#N/A N/A,#N/A N/A
31/03/2000,2515.5,2551.6,2425.3,2455.4,#N/A N/A,#N/A N/A,#N/A N/A
03/04/2000,2455.4,2521.6,2425.3,2425.3,#N/A N/A,#N/A N/A,#N/A N/A
04/04/2000,2425.3,2527.6,2425.3,2509.5,#N/A N/A,#N/A N/A,#N/A N/A
05/04/2000,2509.5,2599.8,2455.4,2575.7,#N/A N/A,#N/A N/A,#N/A N/A
06/04/2000,2575.7,2575.7,2467.4,2485.5,#N/A N/A,#N/A N/A,#N/A N/A
07/04/2000,2485.5,2527.6,2437.3,2491.5,#N/A N/A,#N/A N/A,#N/A N/A
10/04/2000,2491.5,2491.5,2407.2,2479.4,#N/A N/A,#N/A N/A,#N/A N/A
11/04/2000,2479.4,2515.5,2407.2,2419.3,#N/A N/A,#N/A N/A,#N/A N/A
12/04/2000,2419.3,2479.4,2383.1,2389.2,#N/A N/A,#N/A N/A,#N/A N/A
13/04/2000,2389.2,2497.5,2389.2,2455.4,#N/A N/A,#N/A N/A,#N/A N/A
14/04/2000,2448,2455.4,2383.1,2383.1,#N/A N/A,#N/A N/A,#N/A N/A
17/04/2000,2383.1,2383.1,2286.9,2298.9,#N/A N/A,#N/A N/A,#N/A N/A
18/04/2000,2298.9,2365.1,2262.8,2274.8,#N/A N/A,#N/A N/A,#N/A N/A
19/04/2000,2274.8,2335,2268.8,2286.9,#N/A N/A,#N/A N/A,#N/A N/A
20/04/2000,2286.9,2286.9,2178.5,2184.5,#N/A N/A,#N/A N/A,#N/A N/A
25/04/2000,2184.5,2226.7,2106.3,2136.4,#N/A N/A,#N/A N/A,#N/A N/A
26/04/2000,2136.4,2190.6,2118.4,2130.4,#N/A N/A,#N/A N/A,#N/A N/A
27/04/2000,2130.4,2142.4,2064.2,2076.2,#N/A N/A,#N/A N/A,#N/A N/A
28/04/2000,2076.2,2106.3,2034.1,2070.2,#N/A N/A,#N/A N/A,#N/A N/A
02/05/2000,2070.2,2136.4,2016,2022.1,#N/A N/A,#N/A N/A,#N/A N/A
03/05/2000,2022.1,2046.1,1986,2004,#N/A N/A,#N/A N/A,#N/A N/A
04/05/2000,2004,2286.9,2004,2244.7,#N/A N/A,#N/A N/A,#N/A N/A
05/05/2000,2244.7,2262.8,2166.5,2172.5,#N/A N/A,#N/A N/A,#N/A N/A
08/05/2000,2172.5,2190.6,2160.5,2166.5,#N/A N/A,#N/A N/A,#N/A N/A
09/05/2000,2166.5,2256.8,2166.5,2172.5,#N/A N/A,#N/A N/A,#N/A N/A
10/05/2000,2172.5,2347,2172.5,2310.9,#N/A N/A,#N/A N/A,#N/A N/A
11/05/2000,2310.9,2407.2,2310.9,2383.1,#N/A N/A,#N/A N/A,#N/A N/A
12/05/2000,2383.1,2383.1,2286.9,2347,#N/A N/A,#N/A N/A,#N/A N/A
15/05/2000,2347,2407.2,2310.9,2353.1,#N/A N/A,#N/A N/A,#N/A N/A
16/05/2000,2353.1,2527.6,2353.1,2527.6,#N/A N/A,#N/A N/A,#N/A N/A
17/05/2000,2527.6,2527.6,2298.9,2323,#N/A N/A,#N/A N/A,#N/A N/A
18/05/2000,2323,2407.2,2323,2383.1,#N/A N/A,#N/A N/A,#N/A N/A
19/05/2000,2383.1,2395.2,2347,2371.1,#N/A N/A,#N/A N/A,#N/A N/A
22/05/2000,2371.1,2407.2,2292.9,2304.9,#N/A N/A,#N/A N/A,#N/A N/A
23/05/2000,2304.9,2353.1,2298.9,2304.9,#N/A N/A,#N/A N/A,#N/A N/A
24/05/2000,2304.9,2335,2190.6,2286.9,#N/A N/A,#N/A N/A,#N/A N/A
25/05/2000,2286.9,2298.9,2238.7,2256.8,#N/A N/A,#N/A N/A,#N/A N/A
26/05/2000,2256.8,2286.9,2196.6,2226.7,#N/A N/A,#N/A N/A,#N/A N/A
30/05/2000,2226.7,2335,2226.7,2286.9,#N/A N/A,#N/A N/A,#N/A N/A
31/05/2000,2286.9,2491.5,2286.9,2359.1,#N/A N/A,#N/A N/A,#N/A N/A
01/06/2000,2359.1,2455.4,2286.9,2286.9,#N/A N/A,#N/A N/A,#N/A N/A
02/06/2000,2286.9,2359.1,2220.7,2298.9,#N/A N/A,#N/A N/A,#N/A N/A
05/06/2000,2298.9,2310.9,2250.7,2256.8,#N/A N/A,#N/A N/A,#N/A N/A
06/06/2000,2256.8,2286.9,2202.6,2202.6,#N/A N/A,#N/A N/A,#N/A N/A
07/06/2000,2202.6,2262.8,2196.6,2220.7,#N/A N/A,#N/A N/A,#N/A N/A
08/06/2000,2220.7,2238.7,2178.5,2190.6,#N/A N/A,#N/A N/A,#N/A N/A
09/06/2000,2190.6,2226.7,2136.4,2160.5,#N/A N/A,#N/A N/A,#N/A N/A
12/06/2000,2160.5,2190.6,2142.4,2166.5,#N/A N/A,#N/A N/A,#N/A N/A
13/06/2000,2166.5,2262.8,2166.5,2238.7,#N/A N/A,#N/A N/A,#N/A N/A
14/06/2000,2238.7,2286.9,2232.7,2262.8,#N/A N/A,#N/A N/A,#N/A N/A
15/06/2000,2262.8,2407.2,2262.8,2353.1,#N/A N/A,#N/A N/A,#N/A N/A
16/06/2000,2448,2473.4,2419.3,2419.3,#N/A N/A,#N/A N/A,#N/A N/A
19/06/2000,2353.1,2431.3,2329,2359.1,#N/A N/A,#N/A N/A,#N/A N/A
20/06/2000,2359.1,2401.2,2310.9,2329,#N/A N/A,#N/A N/A,#N/A N/A
21/06/2000,2329,2347,2280.8,2286.9,#N/A N/A,#N/A N/A,#N/A N/A
22/06/2000,2286.9,2395.2,2286.9,2335,#N/A N/A,#N/A N/A,#N/A N/A
23/06/2000,2335,2497.5,2335,2443.3,#N/A N/A,#N/A N/A,#N/A N/A
26/06/2000,2443.3,2443.3,2262.8,2335,#N/A N/A,#N/A N/A,#N/A N/A
27/06/2000,2335,2383.1,2323,2371.1,#N/A N/A,#N/A N/A,#N/A N/A
28/06/2000,2371.1,2377.1,2335,2347,#N/A N/A,#N/A N/A,#N/A N/A
29/06/2000,2347,2359.1,2304.9,2335,#N/A N/A,#N/A N/A,#N/A N/A
30/06/2000,2335,2359.1,2310.9,2323,#N/A N/A,#N/A N/A,#N/A N/A
03/07/2000,2323,2329,2274.8,2310.9,#N/A N/A,#N/A N/A,#N/A N/A
04/07/2000,2310.9,2335,2292.9,2310.9,#N/A N/A,#N/A N/A,#N/A N/A
05/07/2000,2310.9,2329,2256.8,2262.8,#N/A N/A,#N/A N/A,#N/A N/A
06/07/2000,2262.8,2286.9,2226.7,2238.7,#N/A N/A,#N/A N/A,#N/A N/A
07/07/2000,2238.7,2262.8,2166.5,2226.7,#N/A N/A,#N/A N/A,#N/A N/A
10/07/2000,2226.7,2232.7,2184.5,2220.7,#N/A N/A,#N/A N/A,#N/A N/A
11/07/2000,2220.7,2262.8,2220.7,2238.7,#N/A N/A,#N/A N/A,#N/A N/A
12/07/2000,2238.7,2335,2190.6,2335,#N/A N/A,#N/A N/A,#N/A N/A
13/07/2000,2335,2335,2250.7,2304.9,#N/A N/A,#N/A N/A,#N/A N/A
14/07/2000,2304.9,2304.9,2238.7,2262.8,#N/A N/A,#N/A N/A,#N/A N/A
17/07/2000,2262.8,2262.8,2184.5,2196.6,#N/A N/A,#N/A N/A,#N/A N/A
18/07/2000,2196.6,2208.6,2172.5,2190.6,#N/A N/A,#N/A N/A,#N/A N/A
19/07/2000,2190.6,2214.6,2142.4,2178.5,#N/A N/A,#N/A N/A,#N/A N/A
20/07/2000,2178.5,2214.6,2166.5,2178.5,#N/A N/A,#N/A N/A,#N/A N/A
21/07/2000,2178.5,2202.6,2130.4,2130.4,#N/A N/A,#N/A N/A,#N/A N/A
24/07/2000,2130.4,2160.5,2094.3,2118.4,#N/A N/A,#N/A N/A,#N/A N/A
25/07/2000,2118.4,2130.4,2094.3,2112.3,#N/A N/A,#N/A N/A,#N/A N/A
26/07/2000,2112.3,2112.3,2058.2,2094.3,#N/A N/A,#N/A N/A,#N/A N/A
27/07/2000,2094.3,2106.3,2064.2,2076.2,#N/A N/A,#N/A N/A,#N/A N/A
28/07/2000,2076.2,2094.3,2022.1,2034.1,#N/A N/A,#N/A N/A,#N/A N/A
31/07/2000,2034.1,2040.1,2022.1,2028.1,#N/A N/A,#N/A N/A,#N/A N/A
01/08/2000,2028.1,2046.1,2016,2016,#N/A N/A,#N/A N/A,#N/A N/A
02/08/2000,2016,2046.1,2010,2022.1,#N/A N/A,#N/A N/A,#N/A N/A
03/08/2000,2022.1,2112.3,1949.8,1967.9,#N/A N/A,#N/A N/A,#N/A N/A
04/08/2000,1967.9,2022.1,1925.8,1967.9,#N/A N/A,#N/A N/A,#N/A N/A
07/08/2000,1967.9,2016,1961.9,2010,#N/A N/A,#N/A N/A,#N/A N/A
08/08/2000,2010,2034.1,1979.9,1998,#N/A N/A,#N/A N/A,#N/A N/A
09/08/2000,1998,2052.2,1931.8,1961.9,#N/A N/A,#N/A N/A,#N/A N/A
10/08/2000,1961.9,1986,1937.8,1973.9,#N/A N/A,#N/A N/A,#N/A N/A
11/08/2000,1973.9,1973.9,1853.6,1859.6,#N/A N/A,#N/A N/A,#N/A N/A
14/08/2000,1859.6,1877.6,1841.5,1841.5,#N/A N/A,#N/A N/A,#N/A N/A
15/08/2000,1841.5,1853.6,1733.2,1757.3,#N/A N/A,#N/A N/A,#N/A N/A
16/08/2000,1757.3,1775.3,1727.2,1745.2,#N/A N/A,#N/A N/A,#N/A N/A
17/08/2000,1745.2,1817.4,1745.2,1781.3,#N/A N/A,#N/A N/A,#N/A N/A
18/08/2000,1781.3,1787.4,1757.3,1763.3,#N/A N/A,#N/A N/A,#N/A N/A
21/08/2000,1763.3,1781.3,1751.3,1751.3,#N/A N/A,#N/A N/A,#N/A N/A
22/08/2000,1751.3,1781.3,1588.8,1648.9,#N/A N/A,#N/A N/A,#N/A N/A
23/08/2000,1648.9,1679,1558.7,1600.8,#N/A N/A,#N/A N/A,#N/A N/A
24/08/2000,1600.8,1661,1600.8,1624.9,#N/A N/A,#N/A N/A,#N/A N/A
25/08/2000,1624.9,1751.3,1624.9,1624.9,#N/A N/A,#N/A N/A,#N/A N/A
29/08/2000,1624.9,1648.9,1600.8,1606.8,#N/A N/A,#N/A N/A,#N/A N/A
30/08/2000,1606.8,1648.9,1576.7,1642.9,#N/A N/A,#N/A N/A,#N/A N/A
31/08/2000,1642.9,1709.1,1642.9,1697.1,#N/A N/A,#N/A N/A,#N/A N/A
01/09/2000,1697.1,1709.1,1618.9,1648.9,#N/A N/A,#N/A N/A,#N/A N/A
04/09/2000,1648.9,1697.1,1648.9,1667,#N/A N/A,#N/A N/A,#N/A N/A
05/09/2000,1667,1685.1,1600.8,1648.9,#N/A N/A,#N/A N/A,#N/A N/A
06/09/2000,1648.9,1703.1,1624.9,1685.1,#N/A N/A,#N/A N/A,#N/A N/A
07/09/2000,1685.1,1685.1,1636.9,1648.9,#N/A N/A,#N/A N/A,#N/A N/A
08/09/2000,1648.9,1661,1600.8,1624.9,#N/A N/A,#N/A N/A,#N/A N/A
11/09/2000,1624.9,1624.9,1570.7,1582.7,#N/A N/A,#N/A N/A,#N/A N/A
12/09/2000,1582.7,1606.8,1540.6,1576.7,#N/A N/A,#N/A N/A,#N/A N/A
13/09/2000,1576.7,1588.8,1504.5,1528.6,#N/A N/A,#N/A N/A,#N/A N/A
14/09/2000,1528.6,1540.6,1444.3,1462.4,#N/A N/A,#N/A N/A,#N/A N/A
15/09/2000,1462.4,1480.4,1426.3,1468.4,#N/A N/A,#N/A N/A,#N/A N/A
18/09/2000,1468.4,1504.5,1462.4,1480.4,#N/A N/A,#N/A N/A,#N/A N/A
19/09/2000,1480.4,1480.4,1348,1360.1,#N/A N/A,#N/A N/A,#N/A N/A
20/09/2000,1360.1,1372.1,1203.6,1239.7,#N/A N/A,#N/A N/A,#N/A N/A
21/09/2000,1239.7,1342,1227.7,1311.9,#N/A N/A,#N/A N/A,#N/A N/A
22/09/2000,1311.9,1390.2,1245.7,1342,#N/A N/A,#N/A N/A,#N/A N/A
25/09/2000,1342,1360.1,1299.9,1324,#N/A N/A,#N/A N/A,#N/A N/A
26/09/2000,1324,1330,1251.8,1275.8,#N/A N/A,#N/A N/A,#N/A N/A
27/09/2000,1275.8,1348,1275.8,1287.9,#N/A N/A,#N/A N/A,#N/A N/A
28/09/2000,1287.9,1299.9,1227.7,1287.9,#N/A N/A,#N/A N/A,#N/A N/A
29/09/2000,1287.9,1287.9,1227.7,1233.7,#N/A N/A,#N/A N/A,#N/A N/A
02/10/2000,1233.7,1263.8,1221.7,1251.8,#N/A N/A,#N/A N/A,#N/A N/A
03/10/2000,1251.8,1275.8,1227.7,1251.8,#N/A N/A,#N/A N/A,#N/A N/A
04/10/2000,1251.8,1311.9,1227.7,1299.9,#N/A N/A,#N/A N/A,#N/A N/A
05/10/2000,1299.9,1348,1281.8,1324,#N/A N/A,#N/A N/A,#N/A N/A
06/10/2000,1324,1348,1311.9,1311.9,#N/A N/A,#N/A N/A,#N/A N/A
09/10/2000,1311.9,1324,1281.8,1311.9,#N/A N/A,#N/A N/A,#N/A N/A
10/10/2000,1311.9,1311.9,1239.7,1269.8,#N/A N/A,#N/A N/A,#N/A N/A
11/10/2000,1269.8,1269.8,1227.7,1257.8,#N/A N/A,#N/A N/A,#N/A N/A
12/10/2000,1257.8,1275.8,1239.7,1251.8,#N/A N/A,#N/A N/A,#N/A N/A
13/10/2000,1251.8,1251.8,1215.6,1227.7,#N/A N/A,#N/A N/A,#N/A N/A
16/10/2000,1227.7,1263.8,1227.7,1257.8,#N/A N/A,#N/A N/A,#N/A N/A
17/10/2000,1257.8,1257.8,1161.5,1161.5,#N/A N/A,#N/A N/A,#N/A N/A
18/10/2000,1161.5,1185.6,1107.3,1143.4,#N/A N/A,#N/A N/A,#N/A N/A
19/10/2000,1143.4,1197.6,1113.3,1191.6,#N/A N/A,#N/A N/A,#N/A N/A
20/10/2000,1191.6,1257.8,1167.5,1245.7,#N/A N/A,#N/A N/A,#N/A N/A
23/10/2000,1245.7,1275.8,1215.6,1215.6,#N/A N/A,#N/A N/A,#N/A N/A
24/10/2000,1215.6,1245.7,1179.5,1179.5,#N/A N/A,#N/A N/A,#N/A N/A
25/10/2000,1179.5,1239.7,1179.5,1227.7,#N/A N/A,#N/A N/A,#N/A N/A
26/10/2000,1227.7,1293.9,1221.7,1275.8,#N/A N/A,#N/A N/A,#N/A N/A
27/10/2000,1275.8,1396.2,1275.8,1396.2,#N/A N/A,#N/A N/A,#N/A N/A
30/10/2000,1396.2,1396.2,1324,1366.1,#N/A N/A,#N/A N/A,#N/A N/A
31/10/2000,1366.1,1504.5,1360.1,1492.5,#N/A N/A,#N/A N/A,#N/A N/A
01/11/2000,1492.5,1582.7,1492.5,1540.6,#N/A N/A,#N/A N/A,#N/A N/A
02/11/2000,1540.6,1540.6,1480.4,1492.5,#N/A N/A,#N/A N/A,#N/A N/A
03/11/2000,1492.5,1546.6,1492.5,1516.5,#N/A N/A,#N/A N/A,#N/A N/A
06/11/2000,1516.5,1564.7,1516.5,1564.7,#N/A N/A,#N/A N/A,#N/A N/A
07/11/2000,1564.7,1594.8,1552.7,1564.7,#N/A N/A,#N/A N/A,#N/A N/A
08/11/2000,1564.7,1570.7,1528.6,1546.6,#N/A N/A,#N/A N/A,#N/A N/A
09/11/2000,1546.6,1552.7,1408.2,1420.3,#N/A N/A,#N/A N/A,#N/A N/A
10/11/2000,1420.3,1444.3,1396.2,1396.2,#N/A N/A,#N/A N/A,#N/A N/A
13/11/2000,1396.2,1408.2,1354.1,1396.2,#N/A N/A,#N/A N/A,#N/A N/A
14/11/2000,1396.2,1486.5,1396.2,1480.4,#N/A N/A,#N/A N/A,#N/A N/A
15/11/2000,1480.4,1528.6,1474.4,1504.5,#N/A N/A,#N/A N/A,#N/A N/A
16/11/2000,1504.5,1528.6,1474.4,1528.6,#N/A N/A,#N/A N/A,#N/A N/A
17/11/2000,1528.6,1552.7,1504.5,1528.6,#N/A N/A,#N/A N/A,#N/A N/A
20/11/2000,1528.6,1540.6,1498.5,1510.5,#N/A N/A,#N/A N/A,#N/A N/A
21/11/2000,1510.5,1516.5,1432.3,1444.3,#N/A N/A,#N/A N/A,#N/A N/A
22/11/2000,1444.3,1444.3,1390.2,1402.2,#N/A N/A,#N/A N/A,#N/A N/A
23/11/2000,1402.2,1444.3,1384.1,1396.2,#N/A N/A,#N/A N/A,#N/A N/A
24/11/2000,1396.2,1450.3,1396.2,1420.3,#N/A N/A,#N/A N/A,#N/A N/A
27/11/2000,1420.3,1468.4,1396.2,1396.2,#N/A N/A,#N/A N/A,#N/A N/A
28/11/2000,1396.2,1444.3,1384.1,1384.1,#N/A N/A,#N/A N/A,#N/A N/A
29/11/2000,1384.1,1420.3,1360.1,1396.2,#N/A N/A,#N/A N/A,#N/A N/A
30/11/2000,1396.2,1402.2,1330,1378.1,#N/A N/A,#N/A N/A,#N/A N/A
01/12/2000,1378.1,1516.5,1378.1,1492.5,#N/A N/A,#N/A N/A,#N/A N/A
04/12/2000,1492.5,1733.2,1486.5,1679,#N/A N/A,#N/A N/A,#N/A N/A
05/12/2000,1679,1841.5,1612.8,1805.4,#N/A N/A,#N/A N/A,#N/A N/A
06/12/2000,1805.4,1913.7,1769.3,1889.7,#N/A N/A,#N/A N/A,#N/A N/A
07/12/2000,1889.7,1889.7,1829.5,1847.5,#N/A N/A,#N/A N/A,#N/A N/A
08/12/2000,1847.5,1847.5,1781.3,1805.4,#N/A N/A,#N/A N/A,#N/A N/A
11/12/2000,1805.4,1805.4,1685.1,1709.1,#N/A N/A,#N/A N/A,#N/A N/A
12/12/2000,1709.1,1709.1,1661,1703.1,#N/A N/A,#N/A N/A,#N/A N/A
13/12/2000,1703.1,1703.1,1612.8,1624.9,#N/A N/A,#N/A N/A,#N/A N/A
14/12/2000,1624.9,1624.9,1534.6,1564.7,#N/A N/A,#N/A N/A,#N/A N/A
15/12/2000,1564.7,1612.8,1534.6,1612.8,#N/A N/A,#N/A N/A,#N/A N/A
18/12/2000,1612.8,1636.9,1594.8,1606.8,#N/A N/A,#N/A N/A,#N/A N/A
19/12/2000,1606.8,1618.9,1588.8,1600.8,#N/A N/A,#N/A N/A,#N/A N/A
20/12/2000,1600.8,1624.9,1582.7,1588.8,#N/A N/A,#N/A N/A,#N/A N/A
21/12/2000,1588.8,1612.8,1540.6,1600.8,#N/A N/A,#N/A N/A,#N/A N/A
22/12/2000,1600.8,1648.9,1582.7,1630.9,#N/A N/A,#N/A N/A,#N/A N/A
27/12/2000,1630.9,1642.9,1600.8,1624.9,#N/A N/A,#N/A N/A,#N/A N/A
28/12/2000,1624.9,1685.1,1612.8,1685.1,#N/A N/A,#N/A N/A,#N/A N/A
29/12/2000,1685.1,1703.1,1648.9,1697.1,#N/A N/A,#N/A N/A,#N/A N/A
02/01/2001,1697.1,1739.2,1636.9,1709.1,#N/A N/A,#N/A N/A,#N/A N/A
03/01/2001,1709.1,1727.2,1673,1721.2,#N/A N/A,#N/A N/A,#N/A N/A
04/01/2001,1721.2,1841.5,1685.1,1841.5,#N/A N/A,#N/A N/A,#N/A N/A
05/01/2001,1841.5,1937.8,1793.4,1841.5,#N/A N/A,#N/A N/A,#N/A N/A
08/01/2001,1841.5,1841.5,1763.3,1811.4,#N/A N/A,#N/A N/A,#N/A N/A
09/01/2001,1811.4,1841.5,1769.3,1835.5,#N/A N/A,#N/A N/A,#N/A N/A
10/01/2001,1835.5,1901.7,1835.5,1889.7,#N/A N/A,#N/A N/A,#N/A N/A
11/01/2001,1889.7,1925.8,1817.4,1853.6,#N/A N/A,#N/A N/A,#N/A N/A
12/01/2001,1853.6,1853.6,1787.4,1829.5,#N/A N/A,#N/A N/A,#N/A N/A
15/01/2001,1829.5,1829.5,1763.3,1811.4,#N/A N/A,#N/A N/A,#N/A N/A
16/01/2001,1811.4,1811.4,1769.3,1787.4,#N/A N/A,#N/A N/A,#N/A N/A
17/01/2001,1787.4,1793.4,1757.3,1781.3,#N/A N/A,#N/A N/A,#N/A N/A
18/01/2001,1781.3,1781.3,1733.2,1745.2,#N/A N/A,#N/A N/A,#N/A N/A
19/01/2001,1745.2,1805.4,1745.2,1769.3,#N/A N/A,#N/A N/A,#N/A N/A
22/01/2001,1769.3,1769.3,1727.2,1769.3,#N/A N/A,#N/A N/A,#N/A N/A
23/01/2001,1769.3,1817.4,1757.3,1817.4,#N/A N/A,#N/A N/A,#N/A N/A
24/01/2001,1817.4,1847.5,1787.4,1835.5,#N/A N/A,#N/A N/A,#N/A N/A
25/01/2001,1835.5,1859.6,1781.3,1853.6,#N/A N/A,#N/A N/A,#N/A N/A
26/01/2001,1853.6,1853.6,1805.4,1829.5,#N/A N/A,#N/A N/A,#N/A N/A
29/01/2001,1829.5,1841.5,1781.3,1841.5,#N/A N/A,#N/A N/A,#N/A N/A
30/01/2001,1841.5,1847.5,1769.3,1793.4,#N/A N/A,#N/A N/A,#N/A N/A
31/01/2001,1793.4,1799.4,1745.2,1799.4,#N/A N/A,#N/A N/A,#N/A N/A
01/02/2001,1799.4,2046.1,1739.2,1973.9,#N/A N/A,#N/A N/A,#N/A N/A
02/02/2001,1973.9,2046.1,1901.7,1937.8,#N/A N/A,#N/A N/A,#N/A N/A
